vor_id,area_sq,area_sqrt,sum_pop,mean_pop,max_pop,min_pop,occurances-accounting,occurances-airport,occurances-amusement_park,occurances-aquarium,occurances-art_gallery,occurances-atm,occurances-bakery,occurances-bank,occurances-bar,occurances-beauty_salon,occurances-bicycle_store,occurances-book_store,occurances-bus_station,occurances-cafe,occurances-campground,occurances-car_dealer,occurances-car_rental,occurances-car_repair,occurances-car_wash,occurances-cemetery,occurances-church,occurances-city_hall,occurances-clothing_store,occurances-convenience_store,occurances-courthouse,occurances-dentist,occurances-department_store,occurances-doctor,occurances-drugstore,occurances-electrician,occurances-electronics_store,occurances-embassy,occurances-finance,occurances-fire_station,occurances-florist,occurances-food,occurances-funeral_home,occurances-furniture_store,occurances-gas_station,occurances-general_contractor,occurances-grocery_or_supermarket,occurances-gym,occurances-hair_care,occurances-hardware_store,occurances-health,occurances-hindu_temple,occurances-home_goods_store,occurances-hospital,occurances-insurance_agency,occurances-jewelry_store,occurances-laundry,occurances-lawyer,occurances-library,occurances-local_government_office,occurances-locksmith,occurances-lodging,occurances-meal_delivery,occurances-meal_takeaway,occurances-mosque,occurances-movie_rental,occurances-movie_theater,occurances-moving_company,occurances-museum,occurances-night_club,occurances-painter,occurances-park,occurances-parking,occurances-pet_store,occurances-pharmacy,occurances-physiotherapist,occurances-place_of_worship,occurances-plumber,occurances-point_of_interest,occurances-police,occurances-post_office,occurances-premise,occurances-primary_school,occurances-real_estate_agency,occurances-restaurant,occurances-roofing_contractor,occurances-rv_park,occurances-school,occurances-secondary_school,occurances-shoe_store,occurances-shopping_mall,occurances-spa,occurances-stadium,occurances-storage,occurances-store,occurances-sublocality_level_2,occurances-supermarket,occurances-taxi_stand,occurances-tourist_attraction,occurances-train_station,occurances-transit_station,occurances-travel_agency,occurances-university,occurances-veterinary_care,occurances-zoo,price_leve-bakery,price_leve-bar,price_leve-book_store,price_leve-cafe,price_leve-car_dealer,price_leve-department_store,price_leve-food,price_leve-gas_station,price_leve-meal_delivery,price_leve-meal_takeaway,price_leve-moving_company,price_leve-point_of_interest,price_leve-restaurant,price_leve-school,price_leve-shoe_store,price_leve-store,rating-accounting,rating-airport,rating-amusement_park,rating-art_gallery,rating-atm,rating-bakery,rating-bank,rating-bar,rating-beauty_salon,rating-bicycle_store,rating-book_store,rating-bus_station,rating-cafe,rating-campground,rating-car_dealer,rating-car_rental,rating-car_repair,rating-car_wash,rating-cemetery,rating-church,rating-city_hall,rating-clothing_store,rating-convenience_store,rating-courthouse,rating-dentist,rating-department_store,rating-doctor,rating-drugstore,rating-electrician,rating-electronics_store,rating-embassy,rating-finance,rating-fire_station,rating-florist,rating-food,rating-funeral_home,rating-furniture_store,rating-gas_station,rating-general_contractor,rating-grocery_or_supermarket,rating-gym,rating-hair_care,rating-hardware_store,rating-health,rating-home_goods_store,rating-hospital,rating-insurance_agency,rating-jewelry_store,rating-laundry,rating-lawyer,rating-library,rating-local_government_office,rating-locksmith,rating-lodging,rating-meal_delivery,rating-meal_takeaway,rating-mosque,rating-movie_rental,rating-movie_theater,rating-moving_company,rating-museum,rating-night_club,rating-painter,rating-park,rating-parking,rating-pet_store,rating-pharmacy,rating-physiotherapist,rating-place_of_worship,rating-plumber,rating-point_of_interest,rating-police,rating-post_office,rating-premise,rating-primary_school,rating-real_estate_agency,rating-restaurant,rating-roofing_contractor,rating-rv_park,rating-school,rating-secondary_school,rating-shoe_store,rating-shopping_mall,rating-spa,rating-stadium,rating-storage,rating-store,rating-supermarket,rating-taxi_stand,rating-tourist_attraction,rating-train_station,rating-transit_station,rating-travel_agency,rating-university,rating-veterinary_care,rating-zoo,user_ratin-accounting,user_ratin-airport,user_ratin-amusement_park,user_ratin-aquarium,user_ratin-art_gallery,user_ratin-atm,user_ratin-bakery,user_ratin-bank,user_ratin-bar,user_ratin-beauty_salon,user_ratin-bicycle_store,user_ratin-book_store,user_ratin-bus_station,user_ratin-cafe,user_ratin-campground,user_ratin-car_dealer,user_ratin-car_rental,user_ratin-car_repair,user_ratin-car_wash,user_ratin-cemetery,user_ratin-church,user_ratin-city_hall,user_ratin-clothing_store,user_ratin-convenience_store,user_ratin-courthouse,user_ratin-dentist,user_ratin-department_store,user_ratin-doctor,user_ratin-drugstore,user_ratin-electrician,user_ratin-electronics_store,user_ratin-embassy,user_ratin-finance,user_ratin-fire_station,user_ratin-florist,user_ratin-food,user_ratin-funeral_home,user_ratin-furniture_store,user_ratin-gas_station,user_ratin-general_contractor,user_ratin-grocery_or_supermarket,user_ratin-gym,user_ratin-hair_care,user_ratin-hardware_store,user_ratin-health,user_ratin-hindu_temple,user_ratin-home_goods_store,user_ratin-hospital,user_ratin-insurance_agency,user_ratin-jewelry_store,user_ratin-laundry,user_ratin-lawyer,user_ratin-library,user_ratin-local_government_office,user_ratin-locksmith,user_ratin-lodging,user_ratin-meal_delivery,user_ratin-meal_takeaway,user_ratin-mosque,user_ratin-movie_rental,user_ratin-movie_theater,user_ratin-moving_company,user_ratin-museum,user_ratin-night_club,user_ratin-painter,user_ratin-park,user_ratin-parking,user_ratin-pet_store,user_ratin-pharmacy,user_ratin-physiotherapist,user_ratin-place_of_worship,user_ratin-plumber,user_ratin-point_of_interest,user_ratin-police,user_ratin-post_office,user_ratin-premise,user_ratin-primary_school,user_ratin-real_estate_agency,user_ratin-restaurant,user_ratin-roofing_contractor,user_ratin-rv_park,user_ratin-school,user_ratin-secondary_school,user_ratin-shoe_store,user_ratin-shopping_mall,user_ratin-spa,user_ratin-stadium,user_ratin-storage,user_ratin-store,user_ratin-sublocality_level_2,user_ratin-supermarket,user_ratin-taxi_stand,user_ratin-tourist_attraction,user_ratin-train_station,user_ratin-transit_station,user_ratin-travel_agency,user_ratin-university,user_ratin-veterinary_care,user_ratin-zoo
vor347,922330.2929087211,960.3802855685456,31434.103515625,93.00030517578124,132.14506530761722,37.28207015991211,1.0,,,,,1.0,2.0,1.0,,7.0,,1.0,,,,1.0,2.0,2.0,1.0,5.0,,,1.0,1.0,,,,2.0,,,,,1.0,,,5.0,,1.0,,2.0,2.0,,1.0,,3.0,,3.0,7.0,,1.0,,,,2.0,,4.0,,1.0,8.0,,,,,,,,,,1.0,,,,63.0,,,,,5.0,5.0,,,13.0,,,2.0,,,1.0,1.0,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,4.0,4.05,4.2,,4.416666666666666,,3.5,,,,4.5,4.85,4.75,4.5,,,,5.0,5.0,,,,5.0,,,,,,,,3.6,,5.0,,4.4,4.65,,5.0,,4.5,4.35,3.8,,,,,,5.0,,,,,4.766666666666667,,,,,,,,,,4.3,,,,4.377272727272728,,,,,5.0,4.449999999999999,,,4.633333333333334,,,,,,,,3.0,,,,,,,,,0.0,,,,,4.0,943.0,13.0,,56.0,,2.0,,,,2.0,19.0,3.0,6.0,0.0,,,1.0,1.0,,,,2.0,,,,,0.0,,,142.0,,1.0,,7.0,147.0,,1.0,,5.0,,9.0,210.0,,0.0,,,,13.0,,0.0,,0.0,312.0,,,,,,,,,,4.0,,,,1196.0,,,,,5.0,31.0,,,30.0,,,0.0,,,0.0,0.0,,3.0,,,,,,0.0,,
vor348,922179.1583380338,960.301597592149,20086.26171875,59.07723999023438,109.99451446533205,38.93347549438477,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.3,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,3.1666666666666665,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,14473.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
vor349,922027.9826442478,960.2228817541518,29835.10546875,87.75031280517578,146.66477966308594,56.12128067016602,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,4.0,1.0,,,,,,23.0,,,1.0,2.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,4.8,,,,,,,,,4.0,,,,,,,,,,4.033333333333333,4.5,,,,,,4.30625,,,,4.3,5.0,,,,4.4,5.0,,,,,3.8,,,,4.8,,,,4.55,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,0.0,,62.0,,,,,,,0.0,,3.0,,,0.0,,,,,,,263.0,148.0,,,,,,185.0,,,0.0,3.0,5.0,,,,28.0,1.0,,0.0,,,16.0,,,,,6304.0,,,,203.0,,
vor350,921876.7658789114,960.1441380745453,41011.9453125,120.62336730957031,147.15167236328125,66.83327484130861,,,,,,1.0,2.0,2.0,,4.0,,2.0,,1.0,,1.0,,5.0,,3.0,,,3.0,,,,,1.0,,,5.0,,1.0,,,6.0,,,1.0,4.0,7.0,2.0,1.0,2.0,9.0,,4.0,4.0,,1.0,,,,2.0,,6.0,,,8.0,,,,,,,1.0,,,2.0,,1.0,,101.0,,,,,,11.0,,,20.0,1.0,,6.0,,1.0,1.0,3.0,,,,,,,5.0,2.0,,,2.0,,,,4.0,,,,,,,,1.5,,,,,,,,4.3,4.3,3.9,,4.2,,4.0,,5.0,,4.5,,4.433333333333334,,5.0,,,5.0,,,,,,,,4.3,,,,,4.16,,,4.0,4.75,4.116666666666666,4.5,5.0,4.5,4.628571428571428,4.8999999999999995,3.2,,,,,,5.0,,4.12,,,4.8,,,,,,,,,,4.1,,4.8,,4.404761904761906,,,,,,3.563636363636363,,,4.053846153846154,3.5,,3.78,,4.2,,,,,,,,4.55,4.5,,,,,,,,20.0,233.0,21.0,,33.0,,1.0,,1.0,,283.0,,11.0,,2.0,,,4.0,,,,,0.0,,,274.0,,0.0,,,8.0,,,194.0,7.0,45.0,42.0,2.0,4.0,45.0,,6.0,18.0,,0.0,,,,1.0,,57.0,,,128.0,,,,,,,0.0,,,11.0,,6.0,,9192.0,,,,,,2321.0,,,49.0,6.0,,100.0,,32.0,0.0,0.0,,,,,,,10.0,188.0,,
vor351,921725.5080874645,960.0653665701437,38601.9609375,113.5351791381836,137.65785217285156,90.345703125,1.0,,,,,2.0,1.0,4.0,2.0,9.0,,2.0,,3.0,,,1.0,5.0,1.0,1.0,,,2.0,,,3.0,,3.0,,1.0,6.0,,1.0,,,11.0,,,2.0,4.0,9.0,1.0,1.0,1.0,5.0,,8.0,8.0,,,1.0,2.0,,1.0,,3.0,,,10.0,,,,,,,,1.0,,6.0,,1.0,,73.0,1.0,1.0,,1.0,,30.0,,,18.0,,,2.0,,,,8.0,,,,,,1.0,1.0,4.0,,,2.0,,,,,,,,,,,,1.5,,,,5.0,,,,3.8499999999999996,4.0,4.0,5.0,4.7,,3.9499999999999997,,4.466666666666667,,,5.0,3.925,5.0,,,,,,,5.0,,5.0,,5.0,4.66,,,,,4.875,,,4.0,4.65,4.057142857142858,4.5,5.0,5.0,4.233333333333333,4.483333333333333,2.5,,,5.0,4.85,,5.0,,4.5,,,4.533333333333334,,,,,,,,4.0,,3.4,,4.0,,4.5836734693877546,3.6,2.0,,,,4.449999999999999,,,4.533333333333333,,,3.5,,,,3.5799999999999996,,,,,4.5,5.0,4.166666666666667,,,1.0,,,,,37.0,76.0,59.0,3.0,19.0,,142.0,,65.0,,,3.0,27.0,2.0,0.0,,,0.0,,,6.0,,3.0,,10.0,37.0,,0.0,,,41.0,,,393.0,5.0,515.0,6.0,1.0,1.0,9.0,,38.0,21.0,,,2.0,64.0,,2.0,,30.0,,,347.0,,,,,,,,20.0,,8.0,,4.0,,912.0,29.0,1.0,,0.0,,3142.0,,,56.0,,,2.0,,,,58.0,,,,,,13.0,3.0,259.0,,
vor352,921574.2093233808,959.9865672619492,26524.556640625,78.0134048461914,109.71141815185548,50.60218811035156,,,,,,,2.0,4.0,1.0,1.0,,,,1.0,,,,7.0,3.0,,1.0,,7.0,,,,1.0,2.0,,1.0,6.0,,2.0,,,14.0,,,,1.0,9.0,1.0,5.0,,5.0,,4.0,13.0,1.0,1.0,1.0,,,1.0,,6.0,,1.0,10.0,,1.0,,,,,2.0,1.0,1.0,1.0,,4.0,,88.0,,,,,2.0,7.0,,,25.0,1.0,1.0,,,,,3.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.0,3.5,5.0,,,,,,,,4.75,4.3,,,,4.0,,,,4.0,,,5.0,5.0,,5.0,,,4.522222222222222,,,,5.0,4.1,5.0,4.5,,5.0,4.1,4.122222222222222,5.0,5.0,,,,,,3.7,,2.0,4.766666666666667,,4.6,,,,,4.2,3.9,5.0,5.0,,3.4,,4.406779661016949,,,,,4.7,4.6,,,4.7266666666666675,4.1,,,,,,4.5,,,,,,4.6,4.4,,,,,,,,,12.0,4.0,11.0,4.0,,,,0.0,,,,32.0,17.0,,0.0,,5.0,,,,18.0,0.0,,1.0,11.0,,2.0,,,57.0,,,,1.0,200.0,7.0,3.0,,3.0,,112.0,34.0,12.0,1.0,0.0,,,0.0,,8.0,,2.0,179.0,,8.0,,,,,6.0,10.0,2.0,1.0,,14.0,,694.0,,,,,3.0,79.0,,,49.0,9.0,0.0,,,,,4.0,,,,,,,5.0,10.0,,
vor353,921422.869637513,959.9077401696024,31950.83203125,93.97303771972656,137.78936767578122,70.27285003662111,1.0,,,,,,1.0,8.0,,,,1.0,,,,,,3.0,,,,,2.0,1.0,,2.0,,1.0,2.0,,7.0,,1.0,,,8.0,,,1.0,4.0,4.0,,,,2.0,,6.0,3.0,,1.0,,,,,,8.0,,,5.0,,,,,,,,,,2.0,,2.0,,124.0,,1.0,,,1.0,5.0,,,18.0,2.0,,,,,1.0,9.0,,2.0,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,1.0,,,,5.0,,,,,3.9,3.1666666666666665,,,,,,,,,,,,,,,4.15,4.0,,4.35,,,,,4.34,,3.0,,,3.6333333333333333,,,4.4,4.666666666666667,4.366666666666666,,,,4.0,5.0,3.0,,3.5,,,,,,4.1499999999999995,,,4.625,,,,,,,,,,4.0,,3.35,,4.56865671641791,,4.0,,,5.0,3.9,,,4.325,4.25,,,,,5.0,4.375,4.199999999999999,,,,,3.4,4.25,,,4.0,,,,,,171.0,78.0,,,,0.0,,,,,,0.0,,,,,7.0,1.0,,5.0,,0.0,0.0,,111.0,,4.0,,,64.0,,,229.0,11.0,102.0,,,,2.0,,3.0,5.0,,2.0,,,,,,44.0,,,50.0,,,,,,,,,,3.0,,7.0,,1058.0,,6.0,,,1.0,638.0,,,94.0,10.0,,,,,1.0,114.0,,41.0,,,,,5.0,12.0,,
vor354,921271.4890778101,959.8288853112361,37778.2890625,111.11261749267578,144.38014221191406,56.44000244140625,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,4.0,,3.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,8.0,,1.0,2.0,2.0,2.0,,2.0,,,,4.0,3.0,,,,,,1.0,,2.0,,,1.0,,,,,,,2.0,,,1.0,,1.0,,40.0,,,,,,6.0,,,5.0,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,5.0,,,4.633333333333334,,,5.0,,4.6,,,,,5.0,,,,,,,,4.375,,,3.75,4.3,5.0,,5.0,,,4.5,5.0,,,,,,5.0,,5.0,,,4.6,,,,,,,5.0,,,,,5.0,,4.773913043478261,,,,,,4.4,,,5.0,,,,,,3.9333333333333336,,,,,,4.5,,,,,,,,,,,,4.0,,0.0,,1.0,,,1.0,,,20.0,,0.0,2.0,,5.0,,,,,1.0,,,0.0,,,,,14.0,,0.0,84.0,14.0,3.0,,5.0,,,,8.0,2.0,,,,,,1.0,,1.0,,,28.0,,,,,,,3.0,,,0.0,,1.0,,251.0,,,,,,45.0,,,3.0,,,,,,27.0,,,,,,,34.0,,,,
vor367,921748.9077370956,960.0775529805369,24457.0859375,71.93260192871094,133.72805786132812,25.68586158752441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.6,,,5.0,,,,,,,,,,,,,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,15.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1083.0,,,40.0,,,,,,,,,,,,,,14.0,221.0,,
vor368,921598.0661360283,959.998992778653,43173.65625,119.92682647705078,150.91510009765625,71.96942138671875,1.0,,,,,,3.0,6.0,,3.0,,,,1.0,,1.0,2.0,,3.0,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,10.0,1.0,,,1.0,5.0,,12.0,1.0,1.0,,2.0,,,5.0,,4.0,,,5.0,,,,1.0,,1.0,6.0,,,1.0,,,,92.0,,,,,5.0,11.0,,,12.0,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.6666666666666665,,,,3.0,,,,,3.9000000000000004,4.0,,4.2,,,,3.9,,,4.6,,4.4,,,,,,,4.8,,,,4.7,,,,,,,,,,3.9857142857142853,4.6,,,4.0,4.925000000000001,3.914285714285714,4.6,5.0,,4.15,,,5.0,,4.233333333333333,,,4.9,,,,4.8,,4.8,4.35,,,4.7,,,,4.536764705882353,,,,,4.366666666666666,4.381818181818182,,,3.9200000000000004,,,,,,,5.0,4.2,,,,,,4.8,,,1.0,,,,,,87.0,37.0,,46.0,,,,64.0,,0.0,17.0,,656.0,,,,,,,17.0,,0.0,,41.0,,,,,,,,,,178.0,5.0,,,1.0,63.0,,61.0,14.0,19.0,,45.0,,,2.0,,198.0,,,35.0,,,,5.0,,4.0,790.0,,,7.0,,,,2426.0,,,,,17.0,3401.0,,,49.0,,,,,,,1.0,,142.0,,,,,,62.0,,
vor369,921447.1833070104,959.9204046727053,37065.296875,109.0155792236328,135.59056091308594,88.4991683959961,,,,,,,1.0,,1.0,2.0,,2.0,,1.0,,,1.0,4.0,1.0,2.0,,,1.0,,,1.0,,1.0,,,3.0,,2.0,,,7.0,,1.0,,2.0,8.0,2.0,,,4.0,,4.0,6.0,,,,,,,,1.0,,,11.0,,,,1.0,,,,,,4.0,,1.0,2.0,109.0,,,,1.0,3.0,3.0,,,18.0,1.0,,7.0,,,1.0,4.0,,2.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,4.9,,4.6,,,,,5.0,3.733333333333333,5.0,,,,,,,5.0,,5.0,,,4.0,,,,,4.62,,5.0,,5.0,4.840000000000001,4.2,,,5.0,4.566666666666666,4.6000000000000005,,,,,,,,,,,4.6000000000000005,,,,,,,,,,3.35,,4.9,4.5,4.212727272727274,,,,5.0,,4.3,,,4.8,3.3,,4.8,,,4.0,4.8,4.65,,,,,4.0,4.0,,,,,,,,,0.0,,2.0,7.0,,39.0,,0.0,,,4.0,107.0,2.0,0.0,,,0.0,,,6.0,,1.0,,,10.0,,0.0,,,313.0,,3.0,,12.0,48.0,9.0,,,2.0,,25.0,34.0,,,,,,,,0.0,,,143.0,,,,0.0,,,,,,5.0,,31.0,3.0,1437.0,,,,1.0,0.0,69.0,,,62.0,8.0,,35.0,,,5.0,10.0,,111.0,,,,,2.0,2.0,,
vor370,921296.259301374,959.8417886825797,37790.6171875,111.14887237548828,142.4876708984375,56.42630004882813,,,,,,,1.0,6.0,,,,1.0,,3.0,,3.0,4.0,10.0,1.0,,,,3.0,,,,,3.0,,,,,5.0,,,1.0,,1.0,1.0,9.0,4.0,,,,4.0,,1.0,1.0,,,,,,2.0,,12.0,,,10.0,,,,,,,4.0,,,,,,,98.0,,,,,8.0,10.0,,,5.0,1.0,1.0,2.0,,,1.0,2.0,,1.0,,,,,2.0,1.0,,,3.0,,,2.0,,,2.0,,,,,,2.0,,,,,,,,,4.4,3.75,,,,4.3,,4.366666666666666,,4.033333333333334,4.6,4.328571428571428,4.0,,,,4.9,,,,,4.25,,,,,3.3666666666666667,,,4.2,,3.4,4.1,4.75,4.3,,,,5.0,3.5,,,,,,,,,4.029999999999999,,,4.3375,,,,,,,4.466666666666666,,,,,,,4.230136986301369,,,,,4.766666666666667,4.142857142857143,,,4.35,4.4,4.0,3.6,,,4.6,4.55,4.8,,,,,4.65,3.7,,,,,,,,,312.0,43.0,,,,349.0,,118.0,,1503.0,145.0,176.0,30.0,,,,15.0,,,,,30.0,,,,,13.0,,,1168.0,,12.0,728.0,27.0,2875.0,,,,4.0,,2.0,0.0,,,,,,0.0,,832.0,,,154.0,,,,,,,143.0,,,,,,,3032.0,,,,,27.0,1028.0,,,4.0,5.0,3.0,44.0,,,5.0,138.0,,16.0,,,,,958.0,9.0,,
vor371,921145.2941704094,959.7631448281443,29332.1875,86.2711410522461,144.12704467773438,47.23723983764648,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,43.0,,,,,3.0,4.0,,,,,,,,,,2.0,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.5,,,,,5.0,4.3,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,4.0,,,,1.0,0.0,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,53.0,,,,,1.0,78.0,,,,,,,,,,0.0,,,,,,,177.0,0.0,,
vor372,920994.2879601339,959.6844731265239,40631.5625,119.5045928955078,152.32948303222656,74.93775177001953,,,,,1.0,,3.0,,,,,,,,,1.0,,3.0,,2.0,,,,,,1.0,,2.0,,,2.0,,1.0,1.0,,3.0,,1.0,,1.0,3.0,,1.0,1.0,2.0,,,1.0,,,2.0,,,1.0,,1.0,,,4.0,,,,,,,4.0,,,3.0,,1.0,,58.0,,,4.0,,3.0,10.0,,,6.0,,,3.0,,,,1.0,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,4.8,,3.7,,,,,,,,,,,4.35,,4.0,,,,,,5.0,,,,,4.7,,,4.5,,4.25,,4.6,,,4.066666666666666,,3.5,,,,5.0,,,3.95,,,,,5.0,,,4.725,,,,,,,4.5,,,3.9666666666666663,,,,4.424242424242424,,,,,4.75,4.166666666666667,,,4.6,,,4.033333333333333,,,,5.0,1.7,,,,,,,,,,,,,10.0,,142.0,,,,,,,,,0.0,,12.0,,1.0,,,,,,2.0,,0.0,,,6.0,,0.0,2.0,,3.0,,13.0,,0.0,271.0,,2.0,0.0,0.0,,,1.0,,,295.0,,,0.0,,5.0,,,552.0,,,,,,,1602.0,,,26.0,,0.0,,2802.0,,,0.0,,5.0,223.0,,,40.0,,,140.0,,,,2.0,,6.0,,,,,,0.0,,
vor373,920843.240723566,959.605773598495,42537.0,125.10882568359376,156.88400268554688,84.47029876708984,1.0,,,,,1.0,2.0,7.0,,4.0,,1.0,,6.0,,,1.0,5.0,4.0,1.0,,,3.0,,,1.0,,2.0,,1.0,5.0,,2.0,,,10.0,,,,5.0,2.0,1.0,,1.0,7.0,,4.0,4.0,1.0,,,1.0,,1.0,,9.0,,,6.0,,,,,,,,,,1.0,,,,70.0,,,,,2.0,19.0,,,5.0,1.0,,7.0,,,1.0,7.0,,1.0,,,,,1.0,1.0,,,,,,3.0,,,,,,,,,1.75,,,,,,,,4.5,,4.085714285714286,,3.7,,5.0,,4.4,,,4.3,4.0,4.275,,,,3.2,,,5.0,,3.0,,5.0,4.5,,4.7,,,4.7,,,,4.766666666666667,3.0,4.3,,5.0,4.742857142857143,4.55,4.0,3.8,,,,,5.0,,3.9777777777777783,,,4.96,,,,,,,,,,3.0,,,,4.326086956521738,,,,,4.0,3.993333333333333,,,4.75,4.8,,3.84,,,5.0,4.2,,,,,,5.0,5.0,,,0.0,,,,,8.0,0.0,62.0,,3.0,,1.0,,1195.0,,,6.0,26.0,9.0,0.0,,,15.0,,,3.0,,1.0,,5.0,13.0,,10.0,,,10.0,,,,12.0,2.0,14.0,,5.0,53.0,,9.0,7.0,8.0,,,0.0,,3.0,,155.0,,,14.0,,,,,,,,,,2.0,,,,2288.0,,,,,2.0,5376.0,,,3.0,11.0,,70.0,,,2.0,62.0,,0.0,,,,,1.0,1.0,,
vor374,920692.1525099146,959.5270462628527,35819.6953125,105.35204315185548,131.10398864746094,60.73945236206055,,,,,,,4.0,,,4.0,,,,1.0,,,2.0,4.0,1.0,1.0,,,5.0,1.0,,5.0,,,2.0,,5.0,,1.0,,,7.0,,,2.0,2.0,,3.0,5.0,,5.0,,6.0,3.0,,1.0,,,,3.0,,2.0,,,12.0,,,,,,,3.0,,,2.0,,,,84.0,,,,,4.0,16.0,,,16.0,1.0,,2.0,,,,2.0,,1.0,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,3.975,,,2.15,,,,4.5,,,4.7,,5.0,,,,4.675,5.0,,4.7,,,5.0,,4.325,,,,,4.271428571428571,,,3.95,5.0,,5.0,4.125,,5.0,5.0,4.5,,5.0,,,,4.0,,4.6,,,4.70909090909091,,,,,,,4.5,,,,,,,4.497674418604651,,,,,3.5,4.421428571428572,,,4.3999999999999995,4.3,,3.95,,,,4.5,4.4,,,,,,4.6,5.0,,,,,,,,104.0,,,4.0,,,,2.0,,,40.0,0.0,2.0,0.0,,,9.0,1.0,,24.0,,,2.0,,114.0,,0.0,,,1250.0,,,236.0,7.0,,3.0,34.0,,9.0,,3.0,6.0,,4.0,,,,33.0,,18.0,,,432.0,,,,,,,483.0,,,0.0,,,,441.0,,,,,2.0,528.0,,,58.0,29.0,,305.0,,,,6.0,,456.0,,,,,,17.0,1.0,
