vor_id,com_value_sqyard,area_sq,area_sqrt,geometry,res_value_sqyard
vor95,139590,975499.7342819946,987.6739007800068,"POLYGON ((73.0314715155994918 33.7483480717200592, 73.0494378212818845 33.7483480717200592, 73.0494378212818845 33.7632854953097166, 73.0314715155994918 33.7632854953097166, 73.0314715155994918 33.7483480717200592))",68580
vor96,139590,1139106.218830797,1067.2891917520747,"POLYGON ((73.0494378212818845 33.7850498126080723, 73.0408069640000690 33.7804811660000723, 73.0393180000000370 33.7796930000000657, 73.0314715155994918 33.7775280300388232, 73.0314715155994918 33.7632854953097166, 73.0494378212818845 33.7632854953097166, 73.0494378212818845 33.7850498126080723))",68580
vor97,77220,751364.3728378688,866.8127668867533,"POLYGON ((73.0494378212818845 33.6429086495593879, 73.0665663270000323 33.6520100000000753, 73.0705594884094154 33.6548780119027526, 73.0674041269642771 33.6586689000251482, 73.0494378212818845 33.6586689000251482, 73.0494378212818845 33.6429086495593879))",29700
vor98,77220,975517.0359785618,987.6826595514178,"POLYGON ((73.0674041269642771 33.6586689000251482, 73.0674041269642771 33.6736219294100536, 73.0494378212818845 33.6736219294100536, 73.0494378212818845 33.6586689000251482, 73.0674041269642771 33.6586689000251482))",19200
vor99,83160,975347.4443129178,987.5968025023764,"POLYGON ((73.0674041269642771 33.6885723592409434, 73.0494378212818845 33.6885723592409434, 73.0494378212818845 33.6736219294100536, 73.0674041269642771 33.6736219294100536, 73.0674041269642771 33.6885723592409434))",45720
vor100,83160,975177.8157321461,987.5109192976785,"POLYGON ((73.0674041269642771 33.6885723592409434, 73.0674041269642771 33.7035201889519982, 73.0494378212818845 33.7035201889519982, 73.0494378212818845 33.6885723592409434, 73.0674041269642771 33.6885723592409434))",45720
vor101,56430,975008.1502933415,987.4250099594103,"POLYGON ((73.0674041269642771 33.7035201889519982, 73.0674041269642771 33.7184654179782086, 73.0494378212818845 33.7184654179782086, 73.0494378212818845 33.7035201889519982, 73.0674041269642771 33.7035201889519982))",23760
vor102,139590,974838.4480432171,987.3390745044061,"POLYGON ((73.0494378212818845 33.7334080457553611, 73.0494378212818845 33.7184654179782086, 73.0674041269642771 33.7184654179782086, 73.0674041269642771 33.7334080457553611, 73.0494378212818845 33.7334080457553611))",58260
vor103,139590,974668.7090382362,987.253112954442,"POLYGON ((73.0674041269642771 33.7483480717200592, 73.0494378212818845 33.7483480717200592, 73.0494378212818845 33.7334080457553611, 73.0674041269642771 33.7334080457553611, 73.0674041269642771 33.7483480717200592))",68580
vor104,139590,974498.9333318456,987.1671253297719,"POLYGON ((73.0674041269642771 33.7483480717200592, 73.0674041269642771 33.7632854953097166, 73.0494378212818845 33.7632854953097166, 73.0494378212818845 33.7483480717200592, 73.0674041269642771 33.7483480717200592))",68580
vor105,139590,1264082.650889006,1124.3143025368868,"POLYGON ((73.0628897383057421 33.7836515131484632, 73.0552223210000307 33.7816810820000342, 73.0552220000000716 33.7816810000000487, 73.0505841460000624 33.7856550180000568, 73.0505830000000742 33.7856560000000741, 73.0494378212818845 33.7850498126080723, 73.0494378212818845 33.7632854953097166, 73.0674041269642771 33.7632854953097166, 73.0674041269642771 33.7782203159625141, 73.0628897383057421 33.7836515131484632))",68580
vor106,133650,914253.1965494114,956.1658833849968,"POLYGON ((73.0705594884094154 33.6548780119027526, 73.0853704326466698 33.6655156896741872, 73.0853704326466698 33.6736219294100536, 73.0674041269642771 33.6736219294100536, 73.0674041269642771 33.6586689000251482, 73.0705594884094154 33.6548780119027526))",38760
vor107,133650,974345.6691689804,987.089494001927,"POLYGON ((73.0853704326466698 33.6736219294100536, 73.0853704326466698 33.6885723592409434, 73.0674041269642771 33.6885723592409434, 73.0674041269642771 33.6736219294100536, 73.0853704326466698 33.6736219294100536))",38760
vor108,77220,974176.2148127167,987.0036549135554,"POLYGON ((73.0853704326466698 33.6885723592409434, 73.0853704326466698 33.7035201889519982, 73.0674041269642771 33.7035201889519982, 73.0674041269642771 33.6885723592409434, 73.0853704326466698 33.6885723592409434))",45720
vor109,130680,974006.7236358196,986.917789704806,"POLYGON ((73.0853704326466698 33.7184654179782086, 73.0674041269642771 33.7184654179782086, 73.0674041269642771 33.7035201889519982, 73.0853704326466698 33.7035201889519982, 73.0853704326466698 33.7184654179782086))",47520
vor110,139590,973837.1956864562,986.8318983932654,"POLYGON ((73.0853704326466698 33.7334080457553611, 73.0674041269642771 33.7334080457553611, 73.0674041269642771 33.7184654179782086, 73.0853704326466698 33.7184654179782086, 73.0853704326466698 33.7334080457553611))",58260
vor111,56430,973667.6310199425,986.745981000147,"POLYGON ((73.0853704326466698 33.7483480717200592, 73.0674041269642771 33.7483480717200592, 73.0674041269642771 33.7334080457553611, 73.0853704326466698 33.7334080457553611, 73.0853704326466698 33.7483480717200592))",58260
vor112,56430,973498.0296892601,986.6600375454861,"POLYGON ((73.0853704326466698 33.7632854953097166, 73.0674041269642771 33.7632854953097166, 73.0674041269642771 33.7483480717200592, 73.0853704326466698 33.7483480717200592, 73.0853704326466698 33.7632854953097166))",58260
vor113,56430,973328.3917425986,986.5740680468946,"POLYGON ((73.0853704326466698 33.7632854953097166, 73.0853704326466698 33.7782203159625141, 73.0674041269642771 33.7782203159625141, 73.0674041269642771 33.7632854953097166, 73.0853704326466698 33.7632854953097166))",58260
vor114,56430,628417.4348315701,792.7278441127006,"POLYGON ((73.0853704326466698 33.7887853012590185, 73.0810650000000805 33.7883070000000316, 73.0742280690000712 33.7865540490000740, 73.0693953980000401 33.7853233870000622, 73.0628897383057421 33.7836515131484632, 73.0674041269642771 33.7782203159625141, 73.0853704326466698 33.7782203159625141, 73.0853704326466698 33.7887853012590185))",58260
vor115,45450,1114787.575947145,1055.8350136016256,"POLYGON ((73.0853704326466698 33.6655156896741872, 73.0854376580000462 33.6655639730000757, 73.0861060260000386 33.6639411600000358, 73.0964866592030234 33.6504391348943059, 73.1033367383290624 33.6586689000251482, 73.1033367383290624 33.6736219294100536, 73.0853704326466698 33.6736219294100536, 73.0853704326466698 33.6655156896741872))",23760
vor116,133650,973343.7913606551,986.5818726089868,"POLYGON ((73.1033367383290624 33.6885723592409434, 73.0853704326466698 33.6885723592409434, 73.0853704326466698 33.6736219294100536, 73.1033367383290624 33.6736219294100536, 73.1033367383290624 33.6885723592409434))",38760
vor117,100980,973174.5112503497,986.4960776659731,"POLYGON ((73.1033367383290624 33.6885723592409434, 73.1033367383290624 33.7035201889519982, 73.0853704326466698 33.7035201889519982, 73.0853704326466698 33.6885723592409434, 73.1033367383290624 33.6885723592409434))",41580
vor118,100980,973005.1943515984,986.4102566131388,"POLYGON ((73.1033367383290624 33.7035201889519982, 73.1033367383290624 33.7184654179782086, 73.0853704326466698 33.7184654179782086, 73.0853704326466698 33.7035201889519982, 73.1033367383290624 33.7035201889519982))",41580
vor119,89100,972835.8407213616,986.3244094725435,"POLYGON ((73.0853704326466698 33.7334080457553611, 73.0853704326466698 33.7184654179782086, 73.1033367383290624 33.7184654179782086, 73.1033367383290624 33.7334080457553611, 73.0853704326466698 33.7334080457553611))",41580
vor120,56430,972666.4504117058,986.2385362637712,"POLYGON ((73.1033367383290624 33.7483480717200592, 73.0853704326466698 33.7483480717200592, 73.0853704326466698 33.7334080457553611, 73.1033367383290624 33.7334080457553611, 73.1033367383290624 33.7483480717200592))",58260
vor121,56430,972497.0234733123,986.1526370057082,"POLYGON ((73.1033367383290624 33.7632854953097166, 73.0853704326466698 33.7632854953097166, 73.0853704326466698 33.7483480717200592, 73.1033367383290624 33.7483480717200592, 73.1033367383290624 33.7632854953097166))",58260
vor122,56430,972327.5599607727,986.0667117192288,"POLYGON ((73.1033367383290624 33.7632854953097166, 73.1033367383290624 33.7782203159625141, 73.0853704326466698 33.7782203159625141, 73.0853704326466698 33.7632854953097166, 73.1033367383290624 33.7632854953097166))",58260
vor123,56430,699893.949999605,836.5966471362439,"POLYGON ((73.1075583656808874 33.7832992961584395, 73.0929926110000565 33.7896317340000678, 73.0929920000000379 33.7896320000000401, 73.0911822180000286 33.7894309470000280, 73.0853704326466698 33.7887853012590185, 73.0853704326466698 33.7782203159625141, 73.1033367383290624 33.7782203159625141, 73.1075583656808874 33.7832992961584395))",58260
vor124,77220,684495.5172270476,827.3424425393922,"POLYGON ((73.1074731379892881 33.4940141688589463, 73.1093085100000621 33.4877855090000480, 73.1116970890000744 33.4826822650000508, 73.1132284740000387 33.4797206130000404, 73.1133636630000296 33.4794591610000793, 73.1150094630000353 33.4763065850000316, 73.1165577539287881 33.4733407917102141, 73.1213030440114551 33.4790299892537107, 73.1213030440114551 33.4940141688589463, 73.1074731379892881 33.4940141688589463))",8208
vor125,77220,869664.4476657858,932.5580130296377,"POLYGON ((73.1030665370165451 33.5089957557629887, 73.1038659550000602 33.5062557840000750, 73.1051760280000735 33.5018098170000371, 73.1057217070000434 33.4999579600000743, 73.1074731379892881 33.4940141688589463, 73.1213030440114551 33.4940141688589463, 73.1213030440114551 33.5089957557629887, 73.1030665370165451 33.5089957557629887))",8208
vor126,45450,645838.5637338089,803.6408176130733,"POLYGON ((73.1213030440114551 33.5225816030841912, 73.1154132390000768 33.5199851420000527, 73.1016327100000467 33.5139101380000284, 73.1030665370165451 33.5089957557629887, 73.1213030440114551 33.5089957557629887, 73.1213030440114551 33.5225816030841912))",8208
vor127,45450,827158.0181888584,909.4822803050416,"POLYGON ((73.1016576408131584 33.6437132716528637, 73.1041232270000592 33.6405062990000374, 73.1041232630000763 33.6405062520000797, 73.1150825260000374 33.6262516060000394, 73.1150716750000811 33.6262495060000788, 73.1151208700000552 33.6261860700000739, 73.1156598740000732 33.6255006540000636, 73.1170846838754471 33.6236888182709563, 73.1213030440114551 33.6287550448606254, 73.1213030440114551 33.6437132716528637, 73.1016576408131584 33.6437132716528637))",23760
vor128,45450,1178672.653216519,1085.6669163313943,"POLYGON ((73.0964866592030234 33.6504391348943059, 73.0981699700000718 33.6482496630000583, 73.1008415630000741 33.6447747390000700, 73.1016576408131584 33.6437132716528637, 73.1213030440114551 33.6437132716528637, 73.1213030440114551 33.6586689000251482, 73.1033367383290624 33.6586689000251482, 73.0964866592030234 33.6504391348943059))",23760
vor129,45450,972510.8800493174,986.159662554354,"POLYGON ((73.1213030440114551 33.6736219294100536, 73.1033367383290624 33.6736219294100536, 73.1033367383290624 33.6586689000251482, 73.1213030440114551 33.6586689000251482, 73.1213030440114551 33.6736219294100536))",23760
vor130,100980,972341.8109989972,986.0739378966454,"POLYGON ((73.1213030440114551 33.6736219294100536, 73.1213030440114551 33.6885723592409363, 73.1033367383290624 33.6885723592409434, 73.1033367383290624 33.6736219294100536, 73.1213030440114551 33.6736219294100536))",41580
vor131,100980,972172.7051457248,985.9881871228097,"POLYGON ((73.1213030440114551 33.6885723592409363, 73.1213030440114551 33.7035201889519982, 73.1033367383290624 33.7035201889519982, 73.1033367383290624 33.6885723592409434, 73.1213030440114551 33.6885723592409363))",41580
vor132,112860,972003.5625468203,985.9024102551024,"POLYGON ((73.1213030440114551 33.7035201889519982, 73.1213030440114551 33.7184654179782086, 73.1033367383290624 33.7184654179782086, 73.1033367383290624 33.7035201889519982, 73.1213030440114551 33.7035201889519982))",47520
vor133,112860,971834.3832520479,985.8166073119523,"POLYGON ((73.1033367383290624 33.7184654179782086, 73.1213030440114551 33.7184654179782086, 73.1213030440114551 33.7334080457553611, 73.1033367383290624 33.7334080457553611, 73.1033367383290624 33.7184654179782086))",47520
vor134,112860,971665.1673163191,985.7307783144032,"POLYGON ((73.1033367383290624 33.7483480717200592, 73.1033367383290624 33.7334080457553611, 73.1213030440114551 33.7334080457553611, 73.1213030440114551 33.7483480717200592, 73.1033367383290624 33.7483480717200592))",47520
vor135,112860,971495.9147915158,985.6449232819676,"POLYGON ((73.1213030440114551 33.7632854953097166, 73.1033367383290624 33.7632854953097166, 73.1033367383290624 33.7483480717200592, 73.1213030440114551 33.7483480717200592, 73.1213030440114551 33.7632854953097166))",47520
vor136,112860,1255357.8456155774,1120.4275280514923,"POLYGON ((73.1152440638241501 33.7855097893845340, 73.1100523290000410 33.7836557180000341, 73.1082338240000809 33.7830062940000744, 73.1082330000000411 33.7830060000000572, 73.1075583656808874 33.7832992961584395, 73.1033367383290624 33.7782203159625141, 73.1033367383290624 33.7632854953097166, 73.1213030440114551 33.7632854953097166, 73.1213030440114551 33.7782203159625212, 73.1152440638241501 33.7855097893845340))",47520
vor137,45450,1360351.3955147844,1166.3410288225243,"POLYGON ((73.1165577539287881 33.4733407917102141, 73.1167092870000488 33.4730505260000655, 73.1183638820000397 33.4705881180000233, 73.1183639060000701 33.4705880820000630, 73.1239566690000515 33.4622648000000709, 73.1252749940000513 33.4603028370000288, 73.1252750300000685 33.4603027830000315, 73.1277972310000450 33.4565491840000391, 73.1341466930000479 33.4591609060000792, 73.1341499210000734 33.4591399330000741, 73.1354915470000719 33.4596870740000440, 73.1392693496938335 33.4612277343753135, 73.1392693496938335 33.4790299892537107, 73.1213030440114551 33.4790299892537107, 73.1165577539287881 33.4733407917102141))",18000
vor138,45450,973532.4742309261,986.6774925125869,"POLYGON ((73.1392693496938335 33.4940141688589463, 73.1213030440114551 33.4940141688589463, 73.1213030440114551 33.4790299892537107, 73.1392693496938335 33.4790299892537107, 73.1392693496938335 33.4940141688589463))",18000
vor139,45450,973364.0246523609,986.5921267942294,"POLYGON ((73.1392693496938335 33.4940141688589463, 73.1392693496938477 33.5089957557629887, 73.1213030440114551 33.5089957557629887, 73.1213030440114551 33.4940141688589463, 73.1392693496938335 33.4940141688589463))",8208
vor140,45450,1092952.635157288,1045.4437503554593,"POLYGON ((73.1352903147112698 33.5287477501765281, 73.1213030440114551 33.5225816030841912, 73.1213030440114551 33.5089957557629887, 73.1392693496938477 33.5089957557629887, 73.1392693496938335 33.5239747493903266, 73.1352903147112698 33.5287477501765281))",8208
vor141,45450,1254576.7952908436,1120.078923688346,"MULTIPOLYGON (((73.1317832508917718 33.6048050189113425, 73.1317703230000689 33.6048220950000314, 73.1317747683790742 33.6047948332303648, 73.1317832508917718 33.6048050189113425)), ((73.1170846838754471 33.6236888182709563, 73.1211679830000776 33.6184963590000621, 73.1278715140000486 33.6099719240000354, 73.1296408670000346 33.6076348350000558, 73.1297279950000529 33.6076121590000412, 73.1314138370000819 33.6054238050000436, 73.1316673030000288 33.6050947860000520, 73.1318389792067478 33.6048719366818673, 73.1392693496938335 33.6137942202166755, 73.1392693496938477 33.6287550448606254, 73.1213030440114551 33.6287550448606254, 73.1170846838754471 33.6236888182709563)))",23760
vor142,45450,971846.3021222033,985.8226524696028,"POLYGON ((73.1392693496938335 33.6437132716528637, 73.1213030440114551 33.6437132716528637, 73.1213030440114551 33.6287550448606254, 73.1392693496938477 33.6287550448606254, 73.1392693496938335 33.6437132716528637))",23760
vor143,45450,971677.480991793,985.7370242573792,"POLYGON ((73.1392693496938335 33.6437132716528637, 73.1392693496938477 33.6586689000251482, 73.1213030440114551 33.6586689000251482, 73.1213030440114551 33.6437132716528637, 73.1392693496938335 33.6437132716528637))",23760
vor144,45450,971508.6229933602,985.6513699038621,"POLYGON ((73.1392693496938477 33.6736219294100536, 73.1213030440114551 33.6736219294100536, 73.1213030440114551 33.6586689000251482, 73.1392693496938477 33.6586689000251482, 73.1392693496938477 33.6736219294100536))",23760
vor145,100980,971339.7281808264,985.5656894295917,"POLYGON ((73.1213030440114551 33.6736219294100536, 73.1392693496938477 33.6736219294100536, 73.1392693496938335 33.6885723592409363, 73.1213030440114551 33.6885723592409363, 73.1213030440114551 33.6736219294100536))",41580
vor146,112860,971170.7966085502,985.4799828553345,"POLYGON ((73.1213030440114551 33.6885723592409363, 73.1392693496938335 33.6885723592409363, 73.1392693496938477 33.7035201889519982, 73.1213030440114551 33.7035201889519982, 73.1213030440114551 33.6885723592409363))",47520
vor147,112860,971001.8283247215,985.3942501987322,"POLYGON ((73.1392693496938477 33.7184654179782086, 73.1213030440114551 33.7184654179782086, 73.1213030440114551 33.7035201889519982, 73.1392693496938477 33.7035201889519982, 73.1392693496938477 33.7184654179782086))",47520
vor148,112860,970832.8233836944,985.3084914805588,"POLYGON ((73.1392693496938477 33.7184654179782086, 73.1392693496938335 33.7334080457553611, 73.1213030440114551 33.7334080457553611, 73.1213030440114551 33.7184654179782086, 73.1392693496938477 33.7184654179782086))",47520
vor149,112860,970663.7818400296,985.2227067216984,"POLYGON ((73.1213030440114551 33.7483480717200592, 73.1213030440114551 33.7334080457553611, 73.1392693496938335 33.7334080457553611, 73.1392693496938477 33.7483480717200663, 73.1213030440114551 33.7483480717200592))",47520
vor150,112860,970494.7037448208,985.1368959412803,"POLYGON ((73.1392693496938477 33.7483480717200663, 73.1392693496938477 33.7632854953097166, 73.1213030440114551 33.7632854953097166, 73.1213030440114551 33.7483480717200592, 73.1392693496938477 33.7483480717200663))",47520
vor151,112860,970325.589146398,985.0510591570358,"POLYGON ((73.1213030440114551 33.7632854953097166, 73.1392693496938477 33.7632854953097166, 73.1392693496938477 33.7782203159625141, 73.1213030440114551 33.7782203159625212, 73.1213030440114551 33.7632854953097166))",47520
vor152,112860,925788.4207810545,962.1789962273416,"POLYGON ((73.1392693496938477 33.7940134948921767, 73.1360640000000330 33.7929450000000315, 73.1311920080000846 33.7912051160000715, 73.1299917360000791 33.7907867890000375, 73.1289810480000710 33.7904155380000475, 73.1188068110000700 33.7867821170000298, 73.1152440638241501 33.7855097893845340, 73.1213030440114551 33.7782203159625212, 73.1392693496938477 33.7782203159625141, 73.1392693496938477 33.7940134948921767))",47520
vor153,45450,1041000.8905876828,1020.2945116914443,"POLYGON ((73.1392693496938335 33.4612277343753135, 73.1485802180000633 33.4650248850000480, 73.1562175870000715 33.4681395500000463, 73.1621457770000347 33.4705571790000249, 73.1621618870000816 33.4705637500000535, 73.1637552490102365 33.4712135532843647, 73.1572356553762262 33.4790299892537107, 73.1392693496938335 33.4790299892537107, 73.1392693496938335 33.4612277343753135))",18000
vor154,45450,972528.026664264,986.1683561462839,"POLYGON ((73.1572356553762262 33.4940141688589463, 73.1392693496938335 33.4940141688589463, 73.1392693496938335 33.4790299892537107, 73.1572356553762262 33.4790299892537107, 73.1572356553762262 33.4940141688589463))",18000
vor155,45450,972359.7508846071,986.0830344776281,"POLYGON ((73.1572356553762262 33.5089957557629887, 73.1392693496938477 33.5089957557629887, 73.1392693496938335 33.4940141688589463, 73.1572356553762262 33.4940141688589463, 73.1572356553762262 33.5089957557629887))",18000
vor156,45450,972191.437749204,985.9976864826834,"POLYGON ((73.1572356553762262 33.5089957557629887, 73.1572356553762262 33.5239747493903337, 73.1392693496938335 33.5239747493903266, 73.1392693496938477 33.5089957557629887, 73.1572356553762262 33.5089957557629887))",8208
vor157,45450,727394.5936838723,852.874312946446,"POLYGON ((73.1572356553762262 33.5384221320796030, 73.1352903147112698 33.5287477501765281, 73.1392693496938335 33.5239747493903266, 73.1572356553762262 33.5239747493903337, 73.1572356553762262 33.5384221320796030))",8208
vor158,45450,987255.4081331999,993.6072705718291,"POLYGON ((73.1330853590538368 33.5988307982900665, 73.1332740130000616 33.5981523940000670, 73.1338182480000683 33.5976652370000579, 73.1338182840000286 33.5976652050000553, 73.1358484460000682 33.5958479610000609, 73.1401000110000723 33.5930058450000502, 73.1404715080000756 33.5932886350000786, 73.1404908670000395 33.5933033710000473, 73.1419851120000430 33.5912607590000789, 73.1448188910000567 33.5874641550000774, 73.1448189180000554 33.5874641190000602, 73.1521035697750222 33.5777043823260399, 73.1572356553762262 33.5838647796506535, 73.1572356553762262 33.5988307982900665, 73.1330853590538368 33.5988307982900665))",8208
vor159,45450,1242115.7421991583,1114.5024639717753,"POLYGON ((73.1317747683790742 33.6047948332303648, 73.1322679980000316 33.6017700490000379, 73.1330853590538368 33.5988307982900665, 73.1572356553762262 33.5988307982900665, 73.1572356553762262 33.6137942202166755, 73.1392693496938335 33.6137942202166755, 73.1318389792067478 33.6048719366818673, 73.1323175630000719 33.6042506970000545, 73.1323168300000361 33.6042140040000277, 73.1323146150000412 33.6041031550000753, 73.1317832508917718 33.6048050189113425, 73.1317747683790742 33.6047948332303648))",8208
vor160,45450,971012.2043409726,985.3995150906928,"POLYGON ((73.1392693496938477 33.6287550448606254, 73.1392693496938335 33.6137942202166755, 73.1572356553762262 33.6137942202166755, 73.1572356553762262 33.6287550448606254, 73.1392693496938477 33.6287550448606254))",8208
vor161,45450,970843.5942739485,985.3139572105678,"POLYGON ((73.1392693496938335 33.6437132716528637, 73.1392693496938477 33.6287550448606254, 73.1572356553762262 33.6287550448606254, 73.1572356553762262 33.6437132716528637, 73.1392693496938335 33.6437132716528637))",23760
vor162,30000,970674.9473242722,985.2283731827216,"POLYGON ((73.1392693496938335 33.6437132716528637, 73.1572356553762262 33.6437132716528637, 73.1572356553762262 33.6586689000251482, 73.1392693496938477 33.6586689000251482, 73.1392693496938335 33.6437132716528637))",16625
vor163,30000,970506.2635468334,985.1427630281986,"POLYGON ((73.1392693496938477 33.6736219294100536, 73.1392693496938477 33.6586689000251482, 73.1572356553762262 33.6586689000251482, 73.1572356553762262 33.6736219294100536, 73.1392693496938477 33.6736219294100536))",16625
vor164,112860,970337.5429918612,985.0571267656821,"POLYGON ((73.1392693496938477 33.6736219294100536, 73.1572356553762262 33.6736219294100536, 73.1572356553762262 33.6885723592409363, 73.1392693496938335 33.6885723592409363, 73.1392693496938477 33.6736219294100536))",47520
vor165,112860,970168.7857169138,984.9714644175808,"POLYGON ((73.1392693496938335 33.6885723592409363, 73.1572356553762262 33.6885723592409363, 73.1572356553762262 33.7035201889519982, 73.1392693496938477 33.7035201889519982, 73.1392693496938335 33.6885723592409363))",47520
vor166,112860,969999.99176701,984.885775999943,"POLYGON ((73.1392693496938477 33.7035201889519982, 73.1572356553762262 33.7035201889519982, 73.1572356553762262 33.7184654179782086, 73.1392693496938477 33.7184654179782086, 73.1392693496938477 33.7035201889519982))",47520
vor167,112860,969831.1611983797,984.8000615345126,"POLYGON ((73.1572356553762262 33.7184654179782086, 73.1572356553762262 33.7334080457553611, 73.1392693496938335 33.7334080457553611, 73.1392693496938477 33.7184654179782086, 73.1572356553762262 33.7184654179782086))",47520
vor168,112860,969662.2940624924,984.7143210406216,"POLYGON ((73.1572356553762262 33.7334080457553611, 73.1572356553762262 33.7483480717200592, 73.1392693496938477 33.7483480717200663, 73.1392693496938335 33.7334080457553611, 73.1572356553762262 33.7334080457553611))",47520
vor169,112860,969493.3904142423,984.6285545393462,"POLYGON ((73.1572356553762262 33.7632854953097166, 73.1392693496938477 33.7632854953097166, 73.1392693496938477 33.7483480717200663, 73.1572356553762262 33.7483480717200592, 73.1572356553762262 33.7632854953097166))",47520
vor170,112860,969324.4503007275,984.5427620478084,"POLYGON ((73.1572356553762262 33.7632854953097166, 73.1572356553762262 33.7782203159625141, 73.1392693496938477 33.7782203159625141, 73.1392693496938477 33.7632854953097166, 73.1572356553762262 33.7632854953097166))",47520
vor171,112860,1164207.903041481,1078.984663024216,"POLYGON ((73.1527778984047501 33.7985165327773203, 73.1408132770000634 33.7945281590000377, 73.1392693496938477 33.7940134948921767, 73.1392693496938477 33.7782203159625141, 73.1572356553762262 33.7782203159625141, 73.1572356553762262 33.7931525331174925, 73.1527778984047501 33.7985165327773203))",47520
vor172,45450,1289934.6384279355,1135.7528949678867,"POLYGON ((73.1637552490102365 33.4712135532843647, 73.1681502570000362 33.4730059210000377, 73.1752019610586188 33.4758817415036276, 73.1752019610586188 33.4940141688589463, 73.1572356553762262 33.4940141688589463, 73.1572356553762262 33.4790299892537107, 73.1637552490102365 33.4712135532843647))",18000
vor173,45450,971355.3746697212,985.5736272190532,"POLYGON ((73.1572356553762262 33.5089957557629887, 73.1572356553762262 33.4940141688589463, 73.1752019610586188 33.4940141688589463, 73.1752019610586188 33.5089957557629887, 73.1572356553762262 33.5089957557629887))",18000
vor174,30000,971187.2353893924,985.4883233145852,"POLYGON ((73.1752019610586188 33.5239747493903337, 73.1572356553762262 33.5239747493903337, 73.1572356553762262 33.5089957557629887, 73.1752019610586188 33.5089957557629887, 73.1752019610586188 33.5239747493903337))",18000
vor175,30000,969873.4802377564,984.8215474073241,"POLYGON ((73.1584356762458299 33.5389511491662589, 73.1572356553762262 33.5384221320796030, 73.1572356553762262 33.5239747493903337, 73.1752019610586188 33.5239747493903337, 73.1752019610586188 33.5389511491662589, 73.1584356762458299 33.5389511491662589))",18000
vor176,30000,535622.5299888916,731.8623709338332,"POLYGON ((73.1691126202856452 33.5539249545168730, 73.1703561550000359 33.5520879480000644, 73.1703733280000392 33.5520625790000508, 73.1696613320000324 33.5499865340000269, 73.1691782360000502 33.5491102450000653, 73.1681809450000742 33.5491463020000538, 73.1640775550000626 33.5484507700000449, 73.1631545080000478 33.5452916970000388, 73.1632739640000409 33.5445880660000739, 73.1634557630000586 33.5436320350000301, 73.1636742270000582 33.5425638030000641, 73.1638274230000434 33.5413280460000465, 73.1599087730000406 33.5396005490000562, 73.1584356762458299 33.5389511491662589, 73.1752019610586188 33.5389511491662589, 73.1752019610586188 33.5539249545168730, 73.1691126202856452 33.5539249545168730))",8208
vor177,30000,614890.5579414702,784.1495762553661,"POLYGON ((73.1584918780521036 33.5688961648691020, 73.1607536170000685 33.5657304300000305, 73.1607536530000289 33.5657303800000477, 73.1646050750000541 33.5603395800000612, 73.1645902120000642 33.5595705280000516, 73.1652089900000533 33.5594942860000742, 73.1674840530000665 33.5563099030000558, 73.1674871280000616 33.5563053820000619, 73.1674962790000336 33.5563126880000482, 73.1691126202856452 33.5539249545168730, 73.1752019610586188 33.5539249545168730, 73.1752019610586188 33.5688961648690949, 73.1584918780521036 33.5688961648691020))",8208
vor178,30000,1088227.9628435688,1043.1816538089465,"POLYGON ((73.1521035697750222 33.5777043823260399, 73.1543303720000608 33.5747209860000453, 73.1584918780521036 33.5688961648691020, 73.1752019610586188 33.5688961648690949, 73.1752019610586188 33.5838647796506535, 73.1572356553762262 33.5838647796506535, 73.1521035697750222 33.5777043823260399))",8208
vor179,30000,970345.9811155288,985.0614098194735,"POLYGON ((73.1572356553762262 33.5838647796506535, 73.1752019610586188 33.5838647796506535, 73.1752019610586188 33.5988307982900665, 73.1572356553762262 33.5988307982900665, 73.1572356553762262 33.5838647796506535))",8208
vor180,30000,970177.6190537311,984.9759484645963,"POLYGON ((73.1572356553762262 33.6137942202166755, 73.1572356553762262 33.5988307982900665, 73.1752019610586188 33.5988307982900665, 73.1752019610586188 33.6137942202166755, 73.1572356553762262 33.6137942202166755))",8208
vor181,30000,970009.220042648,984.8904609359602,"POLYGON ((73.1752019610586188 33.6137942202166755, 73.1752019610586188 33.6287550448606254, 73.1572356553762262 33.6287550448606254, 73.1572356553762262 33.6137942202166755, 73.1752019610586188 33.6137942202166755))",8208
vor182,30000,969840.7841369301,984.8049472544957,"POLYGON ((73.1572356553762262 33.6437132716528637, 73.1572356553762262 33.6287550448606254, 73.1752019610586188 33.6287550448606254, 73.1752019610586188 33.6437132716528637, 73.1572356553762262 33.6437132716528637))",8208
vor183,30000,969672.3113862921,984.7194074386327,"POLYGON ((73.1572356553762262 33.6437132716528637, 73.1752019610586188 33.6437132716528637, 73.1752019610586188 33.6586689000251482, 73.1572356553762262 33.6586689000251482, 73.1572356553762262 33.6437132716528637))",16625
vor184,30000,969503.8018466582,984.6338415099585,"POLYGON ((73.1572356553762262 33.6736219294100536, 73.1572356553762262 33.6586689000251482, 73.1752019610586188 33.6586689000251482, 73.1752019610586188 33.6736219294100536, 73.1572356553762262 33.6736219294100536))",16625
vor185,30000,969335.255569747,984.5482494879299,"POLYGON ((73.1572356553762262 33.6736219294100536, 73.1752019610586188 33.6736219294100536, 73.1752019610586188 33.6885723592409434, 73.1572356553762262 33.6885723592409363, 73.1572356553762262 33.6736219294100536))",16625
