vor_id,com_value_sqyard,area_sq,area_sqrt,geometry,res_value_sqyard
vor36,65340,982869.3066211529,991.3976531246949,"POLYGON ((72.9236736815051643 33.6437132716528637, 72.9236736815051501 33.6287550448606254, 72.9416399871875427 33.6287550448606254, 72.9416399871875427 33.6437132716528637, 72.9236736815051643 33.6437132716528637))",40000
vor37,65340,982698.5706641447,991.3115406693017,"POLYGON ((72.9416399871875427 33.6437132716528637, 72.9416399871875427 33.6586689000251482, 72.9236736815051643 33.6586689000251482, 72.9236736815051643 33.6437132716528637, 72.9416399871875427 33.6437132716528637))",40000
vor38,65340,982527.7974247899,991.2254019267211,"POLYGON ((72.9416399871875427 33.6736219294100536, 72.9236736815051643 33.6736219294100465, 72.9236736815051643 33.6586689000251482, 72.9416399871875427 33.6586689000251482, 72.9416399871875427 33.6736219294100536))",40000
vor39,65340,982356.9869495761,991.1392369135509,"POLYGON ((72.9416399871875427 33.6885723592409363, 72.9236736815051643 33.6885723592409363, 72.9236736815051643 33.6736219294100465, 72.9416399871875427 33.6736219294100536, 72.9416399871875427 33.6885723592409363))",38760
vor40,65340,982186.1392989625,991.0530456534416,"POLYGON ((72.9236736815051643 33.6885723592409363, 72.9416399871875427 33.6885723592409363, 72.9416399871875427 33.7035201889519982, 72.9236736815051643 33.7035201889519982, 72.9236736815051643 33.6885723592409363))",38760
vor41,65340,982015.2545205088,990.9668281635409,"POLYGON ((72.9416399871875427 33.7035201889519982, 72.9416399871875427 33.7184654179782086, 72.9236736815051643 33.7184654179782086, 72.9236736815051643 33.7035201889519982, 72.9416399871875427 33.7035201889519982))",38760
vor42,65340,1019230.2308623302,1009.5693293985956,"POLYGON ((72.9416399871875427 33.7317190364969122, 72.9366100010000764 33.7329763750000780, 72.9366084690000775 33.7329767580000635, 72.9349388320000571 33.7333941150000669, 72.9278941020000389 33.7351550760000691, 72.9246820000000753 33.7359580000000392, 72.9245801890000394 33.7365016520000722, 72.9236736815051643 33.7361130350771674, 72.9236736815051643 33.7184654179782086, 72.9416399871875427 33.7184654179782086, 72.9416399871875427 33.7317190364969122))",38760
vor43,74250,1147472.8322949721,1071.2015834076105,"POLYGON ((72.9465221583658376 33.5929693737336095, 72.9478760000000648 33.5935540000000401, 72.9596062928699354 33.6001225688465652, 72.9596062928699354 33.6137942202166755, 72.9416399871875427 33.6137942202166755, 72.9416399871875427 33.5988307982900665, 72.9465221583658376 33.5929693737336095))",18000
vor44,74250,982038.2556499471,990.9784334938612,"POLYGON ((72.9416399871875427 33.6287550448606254, 72.9416399871875427 33.6137942202166755, 72.9596062928699354 33.6137942202166755, 72.9596062928699354 33.6287550448606254, 72.9416399871875427 33.6287550448606254))",40000
vor45,74250,981867.730979631,990.8923912209797,"POLYGON ((72.9416399871875427 33.6437132716528637, 72.9416399871875427 33.6287550448606254, 72.9596062928699354 33.6287550448606254, 72.9596062928699354 33.6437132716528637, 72.9416399871875427 33.6437132716528637))",40000
vor46,65340,981697.1690072028,990.806322652012,"POLYGON ((72.9596062928699354 33.6437132716528637, 72.9596062928699354 33.6586689000251482, 72.9416399871875427 33.6586689000251482, 72.9416399871875427 33.6437132716528637, 72.9596062928699354 33.6437132716528637))",40000
vor47,65340,981526.5697895547,990.7202278088172,"POLYGON ((72.9416399871875427 33.6736219294100536, 72.9416399871875427 33.6586689000251482, 72.9596062928699354 33.6586689000251482, 72.9596062928699354 33.6736219294100536, 72.9416399871875427 33.6736219294100536))",45720
vor48,65340,981355.933376144,990.6341067095076,"POLYGON ((72.9416399871875427 33.6736219294100536, 72.9596062928699354 33.6736219294100536, 72.9596062928699354 33.6885723592409363, 72.9416399871875427 33.6885723592409363, 72.9416399871875427 33.6736219294100536))",38760
vor49,65340,981185.259825057,990.5479593765549,"POLYGON ((72.9416399871875427 33.7035201889519982, 72.9416399871875427 33.6885723592409363, 72.9596062928699354 33.6885723592409363, 72.9596062928699354 33.7035201889519982, 72.9416399871875427 33.7035201889519982))",38760
vor50,65340,981014.5491846921,990.4617858275462,"POLYGON ((72.9596062928699354 33.7184654179782086, 72.9416399871875427 33.7184654179782086, 72.9416399871875427 33.7035201889519982, 72.9596062928699354 33.7035201889519982, 72.9596062928699354 33.7184654179782086))",38760
vor51,65340,860959.1869397466,927.8788643674058,"POLYGON ((72.9596062928699354 33.7340727903360502, 72.9485370000000444 33.7299950000000308, 72.9416399871875427 33.7317190364969122, 72.9416399871875427 33.7184654179782086, 72.9596062928699354 33.7184654179782086, 72.9596062928699354 33.7340727903360502))",38760
vor52,74250,609381.8456420004,780.629134507546,"POLYGON ((72.9596062928699354 33.6001225688465652, 72.9786105310000721 33.6107643020000637, 72.9786551190000523 33.6107330760000309, 72.9837195440000528 33.6136607040000399, 72.9836005601681279 33.6137942202166755, 72.9596062928699354 33.6137942202166755, 72.9596062928699354 33.6001225688465652))",18000
vor53,74250,897828.3074669817,947.5380242855596,"MULTIPOLYGON (((72.9729383067289632 33.6287550448606254, 72.9752966930000753 33.6272715440000525, 72.9778118071240414 33.6284677567231967, 72.9775725985523280 33.6287550448606254, 72.9729383067289632 33.6287550448606254)), ((72.9836005601681279 33.6137942202166755, 72.9757239390000336 33.6226328720000538, 72.9711463020000792 33.6248301380000498, 72.9673010870000667 33.6266611920000287, 72.9679432020236902 33.6287550448606254, 72.9596062928699354 33.6287550448606254, 72.9596062928699354 33.6137942202166755, 72.9836005601681279 33.6137942202166755)))",18000
vor54,74250,957759.950096692,978.652108819417,"POLYGON ((72.9679432020236902 33.6287550448606254, 72.9687048960000766 33.6312388290000399, 72.9715125130000501 33.6296519150000677, 72.9729383067289632 33.6287550448606254, 72.9775725985523280 33.6287550448606254, 72.9775725985523280 33.6437132716528637, 72.9596062928699354 33.6437132716528637, 72.9596062928699354 33.6287550448606254, 72.9679432020236902 33.6287550448606254))",45720
vor55,74250,980695.6639053938,990.3007946605888,"POLYGON ((72.9775725985523280 33.6586689000251482, 72.9596062928699354 33.6586689000251482, 72.9596062928699354 33.6437132716528637, 72.9775725985523280 33.6437132716528637, 72.9775725985523280 33.6586689000251482))",45720
vor56,65340,980525.2387290549,990.2147437445349,"POLYGON ((72.9596062928699354 33.6736219294100536, 72.9596062928699354 33.6586689000251482, 72.9775725985523280 33.6586689000251482, 72.9775725985523280 33.6736219294100536, 72.9596062928699354 33.6736219294100536))",45720
vor57,65340,980354.7763970781,990.1286665868623,"POLYGON ((72.9596062928699354 33.6736219294100536, 72.9775725985523280 33.6736219294100536, 72.9775725985523280 33.6885723592409434, 72.9596062928699354 33.6885723592409363, 72.9596062928699354 33.6736219294100536))",3000
vor58,65340,980184.2769634358,990.0425632079844,"POLYGON ((72.9596062928699354 33.7035201889519982, 72.9596062928699354 33.6885723592409363, 72.9775725985523280 33.6885723592409434, 72.9775725985523280 33.7035201889519982, 72.9596062928699354 33.7035201889519982))",3000
vor59,65340,980013.7404757686,989.956433625121,"POLYGON ((72.9596062928699354 33.7184654179782086, 72.9596062928699354 33.7035201889519982, 72.9775725985523280 33.7035201889519982, 72.9775725985523280 33.7184654179782086, 72.9596062928699354 33.7184654179782086))",3000
vor60,65340,1178771.0167551746,1085.7122163608433,"POLYGON ((72.9729360430450100 33.7389833051344539, 72.9596062928699354 33.7340727903360502, 72.9596062928699354 33.7184654179782086, 72.9775725985523280 33.7184654179782086, 72.9775725985523280 33.7334080457553611, 72.9729360430450100 33.7389833051344539))",3700
vor61,74250,862692.3593346451,928.8123380611635,"POLYGON ((72.9778118071240414 33.6284677567231967, 72.9803015760000449 33.6296519150000677, 72.9841467900000680 33.6312388290000399, 72.9881140760000449 33.6340464460000703, 72.9955389042347207 33.6260185856826297, 72.9955389042347207 33.6437132716528566, 72.9775725985523280 33.6437132716528637, 72.9775725985523280 33.6287550448606254, 72.9778118071240414 33.6284677567231967))",45720
vor62,74250,979694.055501679,989.7949562923014,"POLYGON ((72.9955389042347207 33.6586689000251482, 72.9775725985523280 33.6586689000251482, 72.9775725985523280 33.6437132716528637, 72.9955389042347207 33.6437132716528566, 72.9955389042347207 33.6586689000251482))",45720
vor63,74250,979523.804385413,989.7089493307682,"POLYGON ((72.9955389042347207 33.6586689000251482, 72.9955389042347207 33.6736219294100536, 72.9775725985523280 33.6736219294100536, 72.9775725985523280 33.6586689000251482, 72.9955389042347207 33.6586689000251482))",45720
vor64,65340,979353.5161492273,989.6229161398938,"POLYGON ((72.9955389042347207 33.6736219294100536, 72.9955389042347207 33.6885723592409434, 72.9775725985523280 33.6885723592409434, 72.9775725985523280 33.6736219294100536, 72.9955389042347207 33.6736219294100536))",35640
vor65,65340,979183.1908499472,989.5368567415502,"POLYGON ((72.9775725985523280 33.7035201889519982, 72.9775725985523280 33.6885723592409434, 72.9955389042347207 33.6885723592409434, 72.9955389042347207 33.7035201889519982, 72.9775725985523280 33.7035201889519982))",18371
vor66,65340,979012.828537117,989.4507711539352,"POLYGON ((72.9775725985523280 33.7184654179782086, 72.9775725985523280 33.7035201889519982, 72.9955389042347207 33.7035201889519982, 72.9955389042347207 33.7184654179782086, 72.9775725985523280 33.7184654179782086))",3700
vor67,133650,978842.4292648857,989.3646593975781,"POLYGON ((72.9955389042347207 33.7184654179782086, 72.9955389042347207 33.7334080457553611, 72.9775725985523280 33.7334080457553611, 72.9775725985523280 33.7184654179782086, 72.9955389042347207 33.7184654179782086))",3700
vor68,133650,906754.3274507937,952.2364871452857,"POLYGON ((72.9938290278578563 33.7504044829489303, 72.9773515730000781 33.7412830030000350, 72.9737170000000788 33.7392710000000307, 72.9729360430450100 33.7389833051344539, 72.9775725985523280 33.7334080457553611, 72.9955389042347207 33.7334080457553611, 72.9955389042347207 33.7483480717200663, 72.9938290278578563 33.7504044829489303))",3700
vor69,74250,1323614.2153515476,1150.4843394638397,"POLYGON ((72.9955389042347207 33.6260185856826297, 73.0001380010000389 33.6210459580000247, 73.0135052099171133 33.6258979979890924, 73.0135052099171133 33.6437132716528637, 72.9955389042347207 33.6437132716528566, 72.9955389042347207 33.6260185856826297))",19200
vor70,74250,978692.3438597126,989.2888071032203,"POLYGON ((72.9955389042347207 33.6586689000251482, 72.9955389042347207 33.6437132716528566, 73.0135052099171133 33.6437132716528637, 73.0135052099171133 33.6586689000251482, 72.9955389042347207 33.6586689000251482))",35640
vor71,74250,978522.2668196955,989.2028441223243,"POLYGON ((72.9955389042347207 33.6586689000251482, 73.0135052099171133 33.6586689000251482, 73.0135052099171133 33.6736219294100536, 72.9955389042347207 33.6736219294100536, 72.9955389042347207 33.6586689000251482))",35640
vor72,74250,978352.1527005702,989.1168549269445,"POLYGON ((73.0135052099171133 33.6736219294100536, 73.0135052099171133 33.6885723592409434, 72.9955389042347207 33.6885723592409434, 72.9955389042347207 33.6736219294100536, 73.0135052099171133 33.6736219294100536))",5000
vor73,133650,978182.0015534232,989.03083953607,"POLYGON ((73.0135052099171133 33.6885723592409434, 73.0135052099171133 33.7035201889519982, 72.9955389042347207 33.7035201889519982, 72.9955389042347207 33.6885723592409434, 73.0135052099171133 33.6885723592409434))",50460
vor74,133650,978011.813432684,988.9447979703842,"POLYGON ((72.9955389042347207 33.7184654179782086, 72.9955389042347207 33.7035201889519982, 73.0135052099171133 33.7035201889519982, 73.0135052099171133 33.7184654179782086, 72.9955389042347207 33.7184654179782086))",47520
vor75,133650,977841.5883882598,988.8587302482897,"POLYGON ((72.9955389042347207 33.7184654179782086, 73.0135052099171133 33.7184654179782086, 73.0135052099171133 33.7334080457553611, 72.9955389042347207 33.7334080457553611, 72.9955389042347207 33.7184654179782086))",47520
vor76,127710,977671.3264777022,988.7726363920586,"POLYGON ((72.9955389042347207 33.7334080457553611, 73.0135052099171133 33.7334080457553611, 73.0135052099171133 33.7483480717200592, 72.9955389042347207 33.7483480717200663, 72.9955389042347207 33.7334080457553611))",3700
vor77,127710,544147.1563664002,737.6633082690233,"POLYGON ((73.0132387555308355 33.7636060069438884, 73.0108250000000680 33.7598130000000651, 72.9980441080000446 33.7527378390000763, 72.9938290278578563 33.7504044829489303, 72.9955389042347207 33.7483480717200663, 73.0135052099171133 33.7483480717200592, 73.0135052099171133 33.7632854953097166, 73.0132387555308355 33.7636060069438884))",68580
vor78,77220,1053481.6837570053,1026.3925583113926,"POLYGON ((73.0135052099171133 33.6258979979890924, 73.0255286260000389 33.6302622670000346, 73.0344672320000541 33.6349539230000687, 73.0374459949879054 33.6365367093959335, 73.0314715155994918 33.6437132716528637, 73.0135052099171133 33.6437132716528637, 73.0135052099171133 33.6258979979890924))",19200
vor79,80190,977690.5291085953,988.7823466813085,"POLYGON ((73.0135052099171133 33.6586689000251482, 73.0135052099171133 33.6437132716528637, 73.0314715155994918 33.6437132716528637, 73.0314715155994918 33.6586689000251482, 73.0135052099171133 33.6586689000251482))",19200
vor80,80190,977520.6261624999,988.6964277079694,"POLYGON ((73.0135052099171133 33.6586689000251482, 73.0314715155994918 33.6586689000251482, 73.0314715155994918 33.6736219294100536, 73.0135052099171133 33.6736219294100536, 73.0135052099171133 33.6586689000251482))",35640
vor81,80190,977350.6861774226,988.6104825346647,"POLYGON ((73.0314715155994918 33.6736219294100536, 73.0314715155994918 33.6885723592409363, 73.0135052099171133 33.6885723592409434, 73.0135052099171133 33.6736219294100536, 73.0314715155994918 33.6736219294100536))",35640
vor82,133650,977180.709201023,988.5245111786672,"POLYGON ((73.0314715155994918 33.7035201889519982, 73.0135052099171133 33.7035201889519982, 73.0135052099171133 33.6885723592409434, 73.0314715155994918 33.6885723592409363, 73.0314715155994918 33.7035201889519982))",9000
vor83,127710,977010.695288656,988.4385136611463,"POLYGON ((73.0135052099171133 33.7035201889519982, 73.0314715155994918 33.7035201889519982, 73.0314715155994918 33.7184654179782086, 73.0135052099171133 33.7184654179782086, 73.0135052099171133 33.7035201889519982))",41580
vor84,127710,976840.6444932725,988.3524900020602,"POLYGON ((73.0314715155994918 33.7334080457553611, 73.0135052099171133 33.7334080457553611, 73.0135052099171133 33.7184654179782086, 73.0314715155994918 33.7184654179782086, 73.0314715155994918 33.7334080457553611))",41580
vor85,127710,976670.5568645163,988.2664402196992,"POLYGON ((73.0314715155994918 33.7334080457553611, 73.0314715155994918 33.7483480717200592, 73.0135052099171133 33.7483480717200592, 73.0135052099171133 33.7334080457553611, 73.0314715155994918 33.7334080457553611))",68580
vor86,127710,976500.4324597738,988.1803643362754,"POLYGON ((73.0135052099171133 33.7632854953097166, 73.0135052099171133 33.7483480717200592, 73.0314715155994918 33.7483480717200592, 73.0314715155994918 33.7632854953097166, 73.0135052099171133 33.7632854953097166))",68580
vor87,139590,666752.924382081,816.5494010665129,"POLYGON ((73.0314715155994918 33.7775280300388232, 73.0281850940000368 33.7766212540000765, 73.0213279510000461 33.7747292590000256, 73.0201020000000653 33.7743910000000369, 73.0141662940000629 33.7650635530000613, 73.0132387555308355 33.7636060069438884, 73.0135052099171133 33.7632854953097166, 73.0314715155994918 33.7632854953097166, 73.0314715155994918 33.7775280300388232))",68580
vor88,77220,1228592.4023052163,1108.4188749318628,"POLYGON ((73.0374459949879054 33.6365367093959335, 73.0494378212818845 33.6429086495593879, 73.0494378212818845 33.6586689000251482, 73.0314715155994918 33.6586689000251482, 73.0314715155994918 33.6437132716528637, 73.0374459949879054 33.6365367093959335))",19200
vor89,77220,976518.8825122374,988.1896996590469,"POLYGON ((73.0314715155994918 33.6736219294100536, 73.0314715155994918 33.6586689000251482, 73.0494378212818845 33.6586689000251482, 73.0494378212818845 33.6736219294100536, 73.0314715155994918 33.6736219294100536))",29700
vor90,83160,976349.1166754044,988.1037985330308,"POLYGON ((73.0314715155994918 33.6736219294100536, 73.0494378212818845 33.6736219294100536, 73.0494378212818845 33.6885723592409434, 73.0314715155994918 33.6885723592409363, 73.0314715155994918 33.6736219294100536))",45720
vor91,83160,976179.3138883995,988.0178712393817,"POLYGON ((73.0494378212818845 33.7035201889519982, 73.0314715155994918 33.7035201889519982, 73.0314715155994918 33.6885723592409363, 73.0494378212818845 33.6885723592409434, 73.0494378212818845 33.7035201889519982))",59400
vor92,127710,976009.474204426,987.9319177981984,"POLYGON ((73.0314715155994918 33.7184654179782086, 73.0314715155994918 33.7035201889519982, 73.0494378212818845 33.7035201889519982, 73.0494378212818845 33.7184654179782086, 73.0314715155994918 33.7184654179782086))",41580
vor93,127710,975839.5976709632,987.8459382266868,"POLYGON ((73.0314715155994918 33.7334080457553611, 73.0314715155994918 33.7184654179782086, 73.0494378212818845 33.7184654179782086, 73.0494378212818845 33.7334080457553611, 73.0314715155994918 33.7334080457553611))",68580
vor94,139590,975669.684347745,987.759932548261,"POLYGON ((73.0314715155994918 33.7334080457553611, 73.0494378212818845 33.7334080457553611, 73.0494378212818845 33.7483480717200592, 73.0314715155994918 33.7483480717200592, 73.0314715155994918 33.7334080457553611))",68580
