,hhcode,Province,Region,PSU,itc,v1,psu,weight,district,stratum,code
46731,2012100504.0,Punjab,Urban,20121005.0,transport,5000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46732,2012100504.0,Punjab,Urban,20121005.0,telecom,3000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46733,2012100505.0,Punjab,Urban,20121005.0,women_clothing,1000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46734,2012100505.0,Punjab,Urban,20121005.0,medical,8000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46735,2012100505.0,Punjab,Urban,20121005.0,medical,4000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46736,2012100505.0,Punjab,Urban,20121005.0,fuel,18000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46737,2012100506.0,Punjab,Urban,20121005.0,women_clothing,800.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46738,2012100506.0,Punjab,Urban,20121005.0,rent,12000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46739,2012100506.0,Punjab,Urban,20121005.0,medical,4000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46740,2012100506.0,Punjab,Urban,20121005.0,medical,1000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46741,2012100506.0,Punjab,Urban,20121005.0,transport,2000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46742,2012100506.0,Punjab,Urban,20121005.0,transport,3000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46743,2012100506.0,Punjab,Urban,20121005.0,telecom,6000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46744,2012100508.0,Punjab,Urban,20121005.0,women_clothing,2000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46745,2012100508.0,Punjab,Urban,20121005.0,rent,18000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46746,2012100508.0,Punjab,Urban,20121005.0,medical,1200.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46747,2012100508.0,Punjab,Urban,20121005.0,medical,400.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46748,2012100508.0,Punjab,Urban,20121005.0,transport,8000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46749,2012100508.0,Punjab,Urban,20121005.0,transport,10000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46750,2012100508.0,Punjab,Urban,20121005.0,telecom,14000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46751,2012100509.0,Punjab,Urban,20121005.0,men_clothing,1800.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46752,2012100509.0,Punjab,Urban,20121005.0,women_clothing,5000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46753,2012100509.0,Punjab,Urban,20121005.0,fuel,1700.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46754,2012100509.0,Punjab,Urban,20121005.0,medical,4000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46755,2012100509.0,Punjab,Urban,20121005.0,medical,2000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46756,2012100509.0,Punjab,Urban,20121005.0,fuel,48000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46757,2012100509.0,Punjab,Urban,20121005.0,telecom,6000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46758,2012100510.0,Punjab,Urban,20121005.0,men_clothing,3000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46759,2012100510.0,Punjab,Urban,20121005.0,women_clothing,2200.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46760,2012100510.0,Punjab,Urban,20121005.0,fuel,1200.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46761,2012100510.0,Punjab,Urban,20121005.0,medical,19200.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46762,2012100510.0,Punjab,Urban,20121005.0,medical,400.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46763,2012100510.0,Punjab,Urban,20121005.0,fuel,36000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46764,2012100510.0,Punjab,Urban,20121005.0,transport,4000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46765,2012100510.0,Punjab,Urban,20121005.0,telecom,12000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46766,2012100510.0,Punjab,Urban,20121005.0,private_school,15000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46767,2012100511.0,Punjab,Urban,20121005.0,bread_other,120.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46768,2012100511.0,Punjab,Urban,20121005.0,men_clothing,3000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46769,2012100511.0,Punjab,Urban,20121005.0,women_clothing,4000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46770,2012100511.0,Punjab,Urban,20121005.0,fuel,3600.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46771,2012100511.0,Punjab,Urban,20121005.0,medical,6500.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46772,2012100511.0,Punjab,Urban,20121005.0,medical,2000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46773,2012100511.0,Punjab,Urban,20121005.0,fuel,72000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46774,2012100511.0,Punjab,Urban,20121005.0,transport,2000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46775,2012100511.0,Punjab,Urban,20121005.0,telecom,10000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46776,2012100512.0,Punjab,Urban,20121005.0,men_clothing,500.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46777,2012100512.0,Punjab,Urban,20121005.0,women_clothing,800.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46778,2012100512.0,Punjab,Urban,20121005.0,rent,72000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46779,2012100512.0,Punjab,Urban,20121005.0,fuel,1700.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46780,2012100512.0,Punjab,Urban,20121005.0,medical,7000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46781,2012100512.0,Punjab,Urban,20121005.0,medical,2200.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46782,2012100512.0,Punjab,Urban,20121005.0,fuel,17000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46783,2012100512.0,Punjab,Urban,20121005.0,transport,5000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46784,2012100512.0,Punjab,Urban,20121005.0,telecom,3000.0,20121005.0,1633.317362817363,2012,ISLAMABAD,2012.0
46785,2012100901.0,Punjab,Urban,20121009.0,bread_other,280.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46786,2012100901.0,Punjab,Urban,20121009.0,men_clothing,4000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46787,2012100901.0,Punjab,Urban,20121009.0,women_clothing,8000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46788,2012100901.0,Punjab,Urban,20121009.0,medical,5000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46789,2012100901.0,Punjab,Urban,20121009.0,Unknown,2000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46790,2012100901.0,Punjab,Urban,20121009.0,fuel,30000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46791,2012100901.0,Punjab,Urban,20121009.0,transport,12000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46792,2012100901.0,Punjab,Urban,20121009.0,transport,16000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46793,2012100901.0,Punjab,Urban,20121009.0,telecom,19200.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46794,2012100901.0,Punjab,Urban,20121009.0,internet,22800.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46795,2012100902.0,Punjab,Urban,20121009.0,bread_other,140.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46796,2012100902.0,Punjab,Urban,20121009.0,men_clothing,15000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46797,2012100902.0,Punjab,Urban,20121009.0,women_clothing,8000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46798,2012100902.0,Punjab,Urban,20121009.0,servant_parttime,18000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46799,2012100902.0,Punjab,Urban,20121009.0,medical,36000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46800,2012100902.0,Punjab,Urban,20121009.0,medical,4000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46801,2012100902.0,Punjab,Urban,20121009.0,fuel,12000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46802,2012100902.0,Punjab,Urban,20121009.0,telecom,800.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46803,2012100905.0,Punjab,Urban,20121009.0,bread_other,675.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46804,2012100905.0,Punjab,Urban,20121009.0,men_clothing,5000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46805,2012100905.0,Punjab,Urban,20121009.0,Unknown,4000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46806,2012100905.0,Punjab,Urban,20121009.0,Unknown,3000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46807,2012100905.0,Punjab,Urban,20121009.0,Unknown,1000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46808,2012100905.0,Punjab,Urban,20121009.0,servant_parttime,24000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46809,2012100905.0,Punjab,Urban,20121009.0,medical,3000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46810,2012100905.0,Punjab,Urban,20121009.0,fuel,6000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46811,2012100905.0,Punjab,Urban,20121009.0,Unknown,2000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46812,2012100905.0,Punjab,Urban,20121009.0,telecom,30000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46813,2012100905.0,Punjab,Urban,20121009.0,internet,18000.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46814,2012100905.0,Punjab,Urban,20121009.0,private_school,23500.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
46815,2012100906.0,Punjab,Urban,20121009.0,bread_other,100.0,20121009.0,3232.8761904761905,2012,ISLAMABAD,2012.0
