,vor_id,TDLinx,type,channel,turnover_int,turnover_obs,card_machine,Latitude,Longitude
1596,vor303,05523668,General Store,Grocery,Rank K,Rank J,No,31.558739,74.368162
1597,vor281,05529956,General Store,Grocery,Rank G,Rank F,No,31.574068804,74.340345151
1598,vor328,05501971,General Store,Grocery,Rank J,Rank I,No,31.580044394,74.37889859
1599,vor304,05501990,General Store,Grocery,Rank L,Rank K,No,31.575148,74.371328
1600,vor304,05501992,General Store,Grocery,Rank K,Rank J,No,31.5754491,74.374966375
1601,vor164,05466028,Variety / Minyari Store,Others,Rank J,Rank J,No,31.599672351,74.246444631
1602,vor232,05483735,Sit-Down Restaurants,Catering,Rank H,Rank F,No,31.555690363,74.305668711
1603,vor186,05498211,Canteens,Catering,Rank J,Rank J,No,31.618398066,74.264331191
1604,vor206,05459197,Variety / Minyari Store,Others,Rank L,Rank K,No,31.564509231,74.296344783
1605,vor274,05507960,General Store,Grocery,Rank J,Rank J,No,31.462871342,74.353269055
1606,vor209,05459898,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.601777587,74.302598838
1607,vor186,05479630,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.619188053,74.265554495
1608,vor232,05481767,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.557595771,74.316806563
1609,vor278,05483915,Pan / Cigarette Shop,Others,Rank D,Rank G,No,31.525519286,74.344019487
1610,vor256,05484905,Pan / Cigarette Shop,Others,Refused To Answer,Rank H,No,31.558331127,74.323763064
1611,vor302,05500506,Pan / Cigarette Shop,Others,Rank F,Rank G,No,31.551452,74.363722
1612,vor249,05500512,Pan / Cigarette Shop,Others,,,,31.459937266,74.3376283
1613,vor233,05505021,Pan / Cigarette Shop,Others,Refused To Answer,Rank J,No,31.578691044,74.313870871
1614,vor303,05508069,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.567936817,74.364036491
1615,vor259,05511896,General Store,Grocery,Rank H,Rank H,No,31.603419454,74.332056322
1616,vor328,05514267,General Store,Grocery,Rank M,Rank L,No,31.570013077,74.376161865
1617,vor232,05490162,General Store,Grocery,Rank G,Rank H,No,31.564198497,74.311195016
1618,vor328,05490365,General Store,Grocery,Rank L,Rank K,No,31.571224579,74.375384722
1619,vor232,05490928,General Store,Grocery,Rank G,Rank E,No,31.562503763,74.316232535
1620,vor232,05490939,General Store,Grocery,Rank J,Rank J,No,31.559896519,74.315700989
1621,vor237,05493448,General Store,Grocery,,,,31.636740078,74.307820293
1622,vor232,05487909,Eating Places,Catering,Rank F,Rank H,No,31.559324185,74.318070291
1623,vor257,05498395,Kiosk,Catering,Rank K,Rank J,No,31.583716283,74.3224942
1624,vor257,05498463,Kiosk,Catering,Rank L,Rank K,No,31.583337,74.322954
1625,vor274,05514192,Eating Places,Catering,,,,31.471558638,74.344145763
1626,vor328,05514195,Eating Places,Catering,Rank M,Rank L,No,31.572131577,74.380987994
1627,vor328,05514240,Eating Places,Catering,Rank K,Rank J,No,31.570239039,74.380910704
1628,vor204,05457116,Kiosk,Catering,Rank J,Rank K,No,31.523796148,74.301590234
1629,vor255,05475845,Eating Places,Catering,Rank L,Rank K,No,31.540190635,74.335028636
1630,vor321,05525050,General Store,Grocery,,,,31.475498806,74.38694404
1631,vor297,05510600,Sweet Shops,Catering,Rank J,Rank J,No,31.476595857,74.358189048
1632,vor164,05466078,Eating Places,Catering,Rank H,Rank H,No,31.609784019,74.249334453
1633,vor347,05528510,General Store,Grocery,Rank H,Rank G,No,31.493991863,74.39797164
1634,vor276,05530945,General Store,Grocery,Rank I,Rank I,No,31.499824494,74.354174309
1635,vor329,05536720,General Store,Grocery,Rank G,Rank G,No,31.597210527,74.387596942
1636,vor236,05492413,Kiryana Store,Grocery,Rank L,Rank J,No,31.627067896,74.305487844
1637,vor206,05459191,Exclusive Medical Store,Others,Rank K,Rank J,No,31.563860869,74.295727009
1638,vor203,05454535,Exclusive Medical Store,Others,Rank K,Rank L,Yes,31.512661826,74.298709464
1639,vor206,05454657,Exclusive Medical Store,Others,Rank J,Rank I,No,31.568152828,74.291730098
1640,vor207,05455077,Exclusive Medical Store,Others,Rank M,Rank L,No,31.568830587,74.287490402
1641,vor302,05514642,Eating Places,Catering,Rank E,Rank G,No,31.551117,74.366061
1642,vor206,05459188,Variety / Minyari Store,Others,Rank M,Rank K,No,31.565286,74.295945
1643,vor179,05467330,Sit-Down Restaurants,Catering,Rank F,Rank E,No,31.512745955,74.285303497
1644,vor278,05470525,Sit-Down Restaurants,Catering,Rank E,Cannot Estimate,No,31.523895257,74.344942811
1645,vor232,05487984,Canteens,Catering,Rank J,Rank J,No,31.561515281,74.312337683
1646,vor303,05508075,Kiryana Store,Grocery,Rank H,Rank H,No,31.568002659,74.365406024
1647,vor206,05457106,Kiryana Store,Grocery,Rank J,Rank J,No,31.566749367,74.297802418
1648,vor327,05521125,General Store,Grocery,Rank J,Rank J,No,31.563036,74.386713
1649,vor303,05521484,General Store,Grocery,Rank K,Rank J,No,31.553967682,74.366429478
1650,vor328,05537034,General Store,Grocery,Rank K,Rank K,No,31.578816115,74.382885897
1651,vor185,05460069,Kiryana Store,Grocery,Rank H,Rank I,No,31.612436542,74.279254525
1652,vor304,05501989,General Store,Grocery,Rank L,Rank K,No,31.574653789,74.372937599
1653,vor298,05502455,General Store,Grocery,Rank I,Rank I,No,31.477524292,74.365776756
1654,vor274,05508304,Kiryana Store,Grocery,Rank J,Rank I,No,31.463389191,74.352750345
1655,vor233,05518097,Kiryana Store,Grocery,Refused To Answer,Rank F,No,31.58162,74.315061
1656,vor254,05502961,General Store,Grocery,Rank L,Rank J,No,31.526422235,74.327786171
1657,vor281,05503074,General Store,Grocery,Rank K,Rank I,No,31.57464109,74.352346133
1658,vor302,05516209,General Store,Grocery,Rank H,Rank I,No,31.553209885,74.364082431
1659,vor322,05525101,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.488593,74.379699
1660,vor328,05554053,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.583624116,74.383524611
1661,vor298,05482970,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.485293616,74.36612021
1662,vor232,05490110,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.553362417,74.305913023
1663,vor274,05507996,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.462599986,74.353006468
1664,vor328,05501974,General Store,Grocery,Rank K,Rank J,No,31.577567371,74.3783645
1665,vor302,05512143,General Store,Grocery,Rank C,Rank F,No,31.54865,74.36363
1666,vor302,05512152,General Store,Grocery,Rank G,Rank H,No,31.550061586,74.364026132
1667,vor249,05537568,General Store,Grocery,Rank H,Rank G,No,31.454601329,74.335969153
1668,vor329,05541201,General Store,Grocery,Rank K,Rank J,No,31.586816,74.386378
1669,vor329,05541206,General Store,Grocery,Rank K,Rank J,No,31.590064171,74.385924426
1670,vor273,05515725,General Store,Grocery,Rank I,Rank I,No,31.460799054,74.354151504
1671,vor327,05517849,Soft Drinks Semi-Wholesalers,Grocery,Rank I,Rank I,No,31.559950647,74.389256727
1672,vor232,05495477,General Store,Grocery,Rank H,Rank H,No,31.553380295,74.314449887
1673,vor186,05498177,Soft Drinks Semi-Wholesalers,Grocery,Rank H,Rank H,No,31.616373,74.271985
1674,vor164,05498190,General Store,Grocery,Rank I,Rank I,No,31.617617756,74.26412789
1675,vor186,05498208,General Store,Grocery,Rank I,Rank I,No,31.618334671,74.264357329
1676,vor186,05501691,General Store,Grocery,Rank I,Rank K,No,31.628658823,74.276101747
1677,vor277,05516408,Take-Away Snacks,Catering,Rank F,Rank G,No,31.52075,74.351633
1678,vor327,05517852,Medical / General Store,Others,,,,31.559889485,74.388999222
1679,vor232,05455883,Take-Away Snacks,Catering,Refused To Answer,Rank I,No,31.559509838,74.303759992
1680,vor182,05468589,Medical / General Store,Others,Rank H,Rank H,No,31.553768081,74.283192842
1681,vor280,05487956,Take-Away Snacks,Catering,Rank L,Rank L,No,31.563249496,74.350660232
1682,vor232,05490481,Medical / General Store,Others,Rank K,Rank J,No,31.558518269,74.315331577
1683,vor302,05500621,Medical / General Store,Others,Rank C,Cannot Estimate,No,31.552017893,74.363529536
1684,vor209,05459860,Take-Away Snacks,Catering,Rank J,Rank J,No,31.601387081,74.302916201
1685,vor232,05483681,Take-Away Snacks,Catering,Refused To Answer,Rank F,No,31.560418356,74.307727799
1686,vor327,05517776,General Store,Grocery,Rank H,Rank I,No,31.557790228,74.380387065
1687,vor230,05506868,General Store,Grocery,Refused To Answer,Rank K,No,31.524324457,74.305886984
1688,vor257,05498439,Take-Away Snacks,Catering,Rank I,Rank H,No,31.583148447,74.322119648
1689,vor232,05475624,Medical / General Store,Others,Rank J,Rank I,No,31.554325243,74.320393365
1690,vor259,05525849,General Store,Grocery,Rank I,Rank I,No,31.600538717,74.326892775
1691,vor297,05514607,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.474306119,74.363125694
1692,vor303,05521776,Pan / Cigarette Shop,Others,Rank I,Rank G,No,31.554410843,74.365820934
1693,vor186,05523935,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.625239249,74.278046805
1694,vor231,05490955,Pan / Cigarette Shop,Others,Refused To Answer,Rank H,No,31.552754025,74.315222604
1695,vor259,05493471,Pan / Cigarette Shop,Others,Rank F,Rank F,No,31.599830542,74.327155256
1696,vor186,05495583,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.618659999,74.272091829
1697,vor303,05523651,General Store,Grocery,Rank I,Rank H,No,31.558377,74.371018
1698,vor234,05491937,General Store,Grocery,Rank K,Rank J,No,31.597467602,74.30810853
1699,vor210,05492377,General Store,Grocery,Rank K,Rank J,No,31.624857119,74.300823973
1700,vor298,05493082,General Store,Grocery,Rank H,Rank H,No,31.491353,74.373653
1701,vor237,05493379,General Store,Grocery,Rank J,Rank J,No,31.631183567,74.307789246
1702,vor234,05493507,General Store,Grocery,Rank K,Rank I,No,31.584719935,74.311374272
1703,vor230,05494579,General Store,Grocery,Refused To Answer,Rank K,No,31.523645343,74.306931396
1704,vor280,05500046,General Store,Grocery,Rank K,Rank K,No,31.568567264,74.356684305
1705,vor234,05492078,General Store,Grocery,Refused To Answer,Rank J,No,31.597136085,74.310079539
1706,vor210,05492438,General Store,Grocery,Rank I,Rank G,No,31.627504004,74.302279273
1707,vor236,05493301,General Store,Grocery,Rank J,Rank H,No,31.626757568,74.309081355
1708,vor234,05494342,General Store,Grocery,Rank J,Rank I,No,31.596667036,74.304520332
1709,vor281,05500047,General Store,Grocery,Rank J,Rank J,No,31.568751527,74.356246022
1710,vor185,05459679,Kiryana Store,Grocery,Refused To Answer,Rank K,No,31.605855267,74.284878504
1711,vor328,05492472,Kiryana Store,Grocery,Rank J,Rank I,No,31.580565666,74.37611961
1712,vor297,05495350,Kiryana Store,Grocery,Rank M,Rank K,No,31.475919194,74.361612346
1713,vor298,05495386,Kiryana Store,Grocery,Rank K,Rank K,No,31.483489476,74.364060795
1714,vor302,05512146,General Store,Grocery,Rank D,Rank D,No,31.550378503,74.364089325
1715,vor297,05516684,General Store,Grocery,Rank I,Rank H,No,31.46384733,74.363068924
1716,vor327,05517872,General Store,Grocery,Rank H,Rank H,No,31.561940255,74.387932527
1717,vor234,05490669,Kiryana Store,Grocery,Refused To Answer,Rank I,No,31.592729951,74.305080498
1718,vor250,05519778,General Store,Grocery,Rank I,Rank I,No,31.472905883,74.336966117
1719,vor203,05515004,General Store,Grocery,Rank J,Rank M,No,31.514633468,74.293516655
1720,vor203,05515006,General Store,Grocery,Rank H,Rank J,No,31.515782,74.295702
1721,vor274,05515696,General Store,Grocery,Rank H,Rank H,No,31.46342375,74.356666938
1722,vor206,05456550,Eating Places,Catering,Rank L,Rank K,No,31.56452123,74.290975476
1723,vor164,05466116,Kiosk,Catering,Rank J,Rank J,No,31.608016618,74.250367578
1724,vor302,05508626,General Store,Grocery,Refused To Answer,Rank H,No,31.547654815,74.358426328
1725,vor230,05511915,General Store,Grocery,Refused To Answer,Rank J,No,31.523716767,74.309600297
1726,vor186,05524024,General Store,Grocery,Rank L,Rank K,No,31.626340127,74.279736443
1727,vor204,05457165,Corner Store,Grocery,Rank M,Rank N,No,31.527594,74.297682
1728,vor328,05514213,Eating Places,Catering,Rank L,Rank K,No,31.57029384,74.380811077
1729,vor346,05526192,General Store,Grocery,Rank K,Rank K,No,31.489247293,74.403059897
1730,vor203,05527044,General Store,Grocery,Rank H,Rank J,No,31.512267156,74.294237912
1731,vor303,05516198,General Store,Grocery,Rank J,Rank I,No,31.553399526,74.362880537
1732,vor297,05513603,Kiryana Store,Grocery,Rank M,Rank L,No,31.465269227,74.359231668
1733,vor329,05550192,General Store,Grocery,Rank J,Rank I,No,31.585844467,74.386665673
1734,vor377,05563706,General Store,Grocery,Rank K,Rank J,No,31.604143795,74.423188562
1735,vor186,05456481,Eating Places,Catering,Rank K,Rank I,No,31.616387,74.27949
1736,vor321,05521859,General Store,Grocery,Rank J,Rank J,No,31.47503411,74.387309909
1737,vor186,05523864,General Store,Grocery,Rank J,Rank I,No,31.629379082,74.278531828
1738,vor274,05519753,General Store,Grocery,Rank I,Rank H,No,31.47024,74.340377
1739,vor274,05521208,General Store,Grocery,Rank J,Rank J,No,31.469125324,74.342651207
1740,vor232,05494495,General Store,Grocery,Rank J,Rank J,No,31.557164968,74.309768568
1741,vor297,05500257,General Store,Grocery,Rank I,Rank I,No,31.476563584,74.364756082
1742,vor274,05508787,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.464400723,74.354223592
1743,vor236,05473029,Pan / Cigarette Shop,Others,Rank E,Rank E,No,31.625986806,74.304618531
1744,vor298,05476409,Pan / Cigarette Shop,Others,Rank L,Rank L,No,31.485271409,74.36786474
1745,vor182,05471486,Exclusive Medical Store,Others,Rank I,Rank J,No,31.556861586,74.282395099
1746,vor254,05475825,Exclusive Medical Store,Others,Rank I,Rank I,No,31.537831,74.337029
1747,vor182,05455464,Exclusive Medical Store,Others,Rank H,Rank I,No,31.563688692,74.283531891
1748,vor203,05455822,Exclusive Medical Store,Others,Rank K,Rank L,No,31.515973789,74.302952774
1749,vor304,05502008,General Store,Grocery,,,,31.578803324,74.373425278
1750,vor231,05502877,General Store,Grocery,Rank L,Rank J,No,31.545563,74.318561
1751,vor254,05502952,General Store,Grocery,Rank L,Rank I,No,31.525660408,74.327971963
1752,vor254,05502958,General Store,Grocery,Rank L,Rank J,No,31.526668198,74.327369094
1753,vor281,05503058,General Store,Grocery,Rank K,Rank I,No,31.573293041,74.352271298
1754,vor298,05475265,Exclusive Medical Store,Others,Refused To Answer,Rank K,No,31.480400416,74.363379825
1755,vor232,05487914,Exclusive Medical Store,Others,Rank C,Rank D,No,31.555795997,74.319605138
1756,vor297,05501137,Exclusive Medical Store,Others,Rank I,Rank I,No,31.474812,74.360532
1757,vor250,05521226,General Store,Grocery,Rank J,Rank J,No,31.467307597,74.335095532
1758,vor186,05523871,General Store,Grocery,Rank K,Rank K,No,31.629461,74.277944
1759,vor328,05536494,General Store,Grocery,Rank K,Rank K,No,31.568979997,74.386173429
1760,vor273,05570731,General Store,Grocery,Rank N,Rank M,No,31.457854181,74.345801039
1761,vor376,05577873,General Store,Grocery,Refused To Answer,Rank I,No,31.587471,74.417704
1762,vor353,05560519,Take-Away Snacks,Catering,Refused To Answer,Rank I,No,31.587449567,74.404656665
1763,vor299,05567457,Medical / General Store,Others,Rank G,Rank F,Yes,31.499299278,74.367138658
1764,vor210,05454935,Medical / General Store,Others,Rank J,Rank K,No,31.615895068,74.290088383
1765,vor255,05487975,Take-Away Snacks,Catering,Rank I,Rank I,No,31.540797069,74.33209959
1766,vor232,05490484,Take-Away Snacks,Catering,Rank L,Rank K,No,31.558850151,74.314910423
1767,vor281,05503067,Medical / General Store,Others,Rank J,Rank I,No,31.572865377,74.349199196
1768,vor277,05516402,Medical / General Store,Others,Rank F,Rank F,No,31.520756894,74.351354724
1769,vor233,05518060,Corner Store,Grocery,Refused To Answer,Rank J,No,31.581418,74.316699
1770,vor321,05521559,Kiryana Store,Grocery,Rank H,Rank H,No,31.472316932,74.387497255
1771,vor254,05502940,Kiryana Store,Grocery,Rank K,Rank I,No,31.528899366,74.327025054
1772,vor254,05502942,Kiryana Store,Grocery,Rank K,Rank J,No,31.529030926,74.327020836
1773,vor186,05501676,Kiryana Store,Grocery,Rank K,Rank J,No,31.627229512,74.280519143
1774,vor304,05501965,Kiryana Store,Grocery,Rank J,Rank H,No,31.577705707,74.368247378
1775,vor303,05508065,Kiryana Store,Grocery,Rank I,Rank I,No,31.567622373,74.364164922
1776,vor303,05515318,Kiryana Store,Grocery,Rank H,Rank G,No,31.555874851,74.365359941
1777,vor329,05536706,Tea Stall,Others,Rank H,Rank F,No,31.597181961,74.389203698
1778,vor234,05563384,Tea Stall,Others,Rank K,Rank K,No,31.584070444,74.315598904
1779,vor327,05507910,Pan / Cigarette Shop,Others,,,,31.562595966,74.380508838
1780,vor297,05516757,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.474097288,74.365633723
1781,vor273,05516919,Pan / Cigarette Shop,Others,Rank I,Rank H,No,31.459762109,74.355956241
1782,vor206,05454165,Exclusive Medical Store,Others,Rank K,Rank J,No,31.568600225,74.286641761
1783,vor297,05514594,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.475870464,74.363507326
1784,vor298,05483406,Pan / Cigarette Shop,Others,Rank G,Rank G,No,31.482947298,74.368608948
1785,vor234,05493528,Pan / Cigarette Shop,Others,Rank K,Rank H,No,31.58553464,74.311940867
1786,vor257,05503004,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.579528252,74.336312622
1787,vor233,05505025,Tea Stall,Others,Refused To Answer,Rank J,No,31.5799963,74.313977278
1788,vor210,05467490,Tea Stall,Others,Rank I,Rank J,No,31.617440268,74.295339542
1789,vor186,05469114,Tea Stall,Others,Rank N,Rank L,No,31.619715474,74.275710609
1790,vor235,05491867,Tea Stall,Others,Rank M,Rank L,No,31.6008985,74.3072785
1791,vor208,05487453,Tea Stall,Others,Refused To Answer,Rank I,No,31.59819033,74.30129015
1792,vor259,05494605,Tea Stall,Others,Rank L,Rank K,No,31.599748,74.326815
1793,vor235,05495396,Tea Stall,Others,Refused To Answer,Rank I,No,31.601756105,74.305794122
1794,vor274,05519696,Tea Stall,Others,Rank L,Rank L,No,31.471058351,74.344113961
1795,vor233,05540412,Tea Stall,Others,Rank K,Rank I,No,31.579868,74.306381
1796,vor273,05566905,Tea Stall,Others,Rank J,Rank J,No,31.449315,74.350268
1797,vor209,05455270,Tea Stall,Others,Refused To Answer,Rank M,No,31.60696075,74.285572704
1798,vor281,05529951,Confectionary Shop,Others,Rank L,Rank L,No,31.568762358,74.34419623
1799,vor233,05531440,Confectionary Shop,Others,Refused To Answer,Rank K,No,31.57813,74.313488
1800,vor186,05479519,Confectionary Shop,Others,Rank I,Rank I,No,31.619510249,74.26863021
1801,vor186,05479643,Confectionary Shop,Others,Rank J,Rank J,No,31.621491175,74.26922402
1802,vor297,05491396,Confectionary Shop,Others,Rank M,Rank M,No,31.476739883,74.362867261
1803,vor280,05526133,Confectionary Shop,Others,Rank I,Rank J,No,31.564683994,74.346719688
1804,vor297,05500886,Confectionary Shop,Others,Rank I,Rank I,No,31.474812,74.360532
1805,vor186,05501644,Confectionary Shop,Others,Rank K,Rank J,No,31.622847368,74.277004769
1806,vor186,05523917,Confectionary Shop,Others,Rank N,Rank L,No,31.626686661,74.27803086
1807,vor302,05514723,Confectionary Shop,Others,Refused To Answer,Rank L,No,31.547613742,74.359943908
1808,vor232,05490957,Confectionary Shop,Others,Rank G,Rank G,No,31.553518558,74.31501488
1809,vor259,05509643,Confectionary Shop,Others,Rank I,Rank J,No,31.602579614,74.331033644
1810,vor280,05529960,General Store,Grocery,Rank G,Rank F,No,31.566420208,74.349163365
1811,vor276,05530938,General Store,Grocery,Rank J,Rank I,No,31.498991899,74.35139219
1812,vor257,05532277,General Store,Grocery,Rank M,Rank J,No,31.577783581,74.335764116
1813,vor303,05523637,General Store,Grocery,Rank L,Rank L,No,31.558458,74.37095
1814,vor321,05516110,General Store,Grocery,Rank H,Rank H,No,31.476740989,74.389000583
1815,vor274,05519759,General Store,Grocery,Rank I,Rank I,No,31.47216203,74.339310917
1816,vor327,05521128,General Store,Grocery,Rank J,Rank J,No,31.56196394,74.383734489
1817,vor274,05507552,Exclusive Medical Store,Others,Rank I,Rank I,No,31.464786011,74.350276714
1818,vor186,05479541,Exclusive Medical Store,Others,Rank H,Rank H,No,31.617805263,74.268948172
1819,vor229,05490734,Exclusive Medical Store,Others,Refused To Answer,Rank L,No,31.521974847,74.310448782
1820,vor236,05473061,Canteens,Catering,,,,31.625435663,74.305915358
1821,vor280,05495230,Variety / Minyari Store,Others,Rank I,Rank I,No,31.562875361,74.346931362
1822,vor164,05454859,Variety / Minyari Store,Others,Rank J,Rank J,No,31.613578,74.265584
1823,vor297,05500532,Variety / Minyari Store,Others,Rank J,Rank J,No,31.476671967,74.363084056
1824,vor328,05501972,General Store,Grocery,Rank L,Rank K,No,31.578502349,74.378405808
1825,vor202,05502681,General Store,Grocery,,,,31.493504809,74.295854273
1826,vor185,05459414,Canteens,Catering,,,,31.608881981,74.274892977
1827,vor203,05469678,Canteens,Catering,Rank N,Rank N,No,31.512135771,74.288902637
1828,vor203,05469935,Canteens,Catering,Rank O,Rank O,No,31.514347887,74.288604605
1829,vor237,05470020,Canteens,Catering,,,,31.630690543,74.309357279
1830,vor297,05495353,Variety / Minyari Store,Others,Rank J,Rank J,No,31.475193446,74.361507203
1831,vor259,05505801,Variety / Minyari Store,Others,Rank H,Rank I,No,31.604075217,74.328294291
1832,vor164,05455248,Variety / Minyari Store,Others,Rank J,Rank I,No,31.613131478,74.267300923
1833,vor164,05455252,Variety / Minyari Store,Others,Rank J,Rank I,No,31.612877098,74.266124448
1834,vor237,05472769,Canteens,Catering,,,,31.63480192,74.307437176
1835,vor186,05497780,Canteens,Catering,Rank K,Rank K,No,31.618735104,74.265311759
1836,vor232,05457089,Sit-Down Restaurants,Catering,Rank I,Rank H,No,31.566457283,74.30905837
1837,vor186,05479563,Variety / Minyari Store,Others,Rank H,Rank H,No,31.621244326,74.26913689
1838,vor232,05490528,Variety / Minyari Store,Others,Rank L,Rank K,No,31.556188135,74.313659267
1839,vor236,05493306,Canteens,Catering,,,,31.625980135,74.308779966
1840,vor209,05455286,Canteens,Catering,,,,31.609850833,74.290289981
1841,vor164,05456033,Canteens,Catering,,,,31.612275,74.264901
1842,vor209,05457243,Canteens,Catering,,,,31.609099636,74.287721451
1843,vor231,05502875,General Store,Grocery,Rank K,Rank I,Yes,31.54535632,74.318255704
1844,vor281,05503070,General Store,Grocery,Rank K,Rank J,No,31.572341972,74.351148656
1845,vor232,05487105,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.561026323,74.311696458
1846,vor232,05487125,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.561901404,74.311902029
1847,vor234,05490685,Pan / Cigarette Shop,Others,Refused To Answer,Rank I,No,31.592851614,74.304541682
1848,vor235,05496607,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.603299453,74.310385146
1849,vor186,05498202,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.618003106,74.264459842
1850,vor206,05456549,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.564670662,74.291456431
1851,vor346,05526701,General Store,Grocery,Rank I,Rank I,No,31.491758787,74.398552795
1852,vor321,05515879,General Store,Grocery,Rank I,Rank H,No,31.474868536,74.38987262
1853,vor210,05454445,Medical / General Store,Others,Rank M,Rank L,No,31.616060503,74.289768621
1854,vor255,05471518,Take-Away Snacks,Catering,Rank K,Rank K,No,31.538506842,74.331614545
1855,vor300,05459946,Medical / General Store,Others,Rank C,Rank G,No,31.50819,74.357407
1856,vor232,05487882,Take-Away Snacks,Catering,Rank D,Rank D,No,31.560899834,74.321055914
1857,vor231,05490927,Take-Away Snacks,Catering,Refused To Answer,Rank I,No,31.553214934,74.315885179
1858,vor347,05526712,General Store,Grocery,Rank H,Rank H,No,31.493224154,74.399248515
1859,vor276,05526886,General Store,Grocery,Rank H,Rank H,No,31.500128172,74.352386111
1860,vor303,05510854,Kiryana Store,Grocery,Rank I,Rank H,No,31.553826431,74.369425467
1861,vor280,05526957,General Store,Grocery,Rank G,Rank G,No,31.56523858,74.356020571
1862,vor346,05527149,General Store,Grocery,Rank I,Rank H,No,31.489962817,74.407128717
1863,vor186,05501674,General Store,Grocery,Rank M,Rank K,No,31.627548,74.27708
1864,vor303,05512071,General Store,Grocery,Rank J,Rank J,No,31.55591,74.367245
1865,vor273,05540646,General Store,Grocery,Rank K,Rank J,No,31.459475547,74.345225943
1866,vor227,05541305,General Store,Grocery,Rank I,Rank I,No,31.477066243,74.308290309
1867,vor329,05541377,General Store,Grocery,,,,31.586753664,74.390614547
1868,vor330,05550495,General Store,Grocery,Rank H,Rank H,No,31.59978062,74.391387928
1869,vor304,05506592,General Store,Grocery,Rank J,Rank I,No,31.575169349,74.37092884
1870,vor303,05514735,General Store,Grocery,Refused To Answer,Rank I,No,31.557117115,74.3658702
1871,vor280,05515776,General Store,Grocery,Refused To Answer,Rank J,No,31.560313156,74.352714548
1872,vor273,05515806,General Store,Grocery,Rank J,Rank I,No,31.460905836,74.352809691
1873,vor329,05536690,General Store,Grocery,Rank F,Rank G,No,31.595362891,74.388135117
1874,vor328,05537028,General Store,Grocery,Rank J,Rank J,No,31.576363,74.387026
1875,vor273,05540621,General Store,Grocery,Rank K,Rank K,No,31.458926734,74.344264156
1876,vor186,05524017,General Store,Grocery,Rank K,Rank K,No,31.625443866,74.279814594
1877,vor353,05567293,General Store,Grocery,Rank L,Rank J,No,31.598420034,74.396963008
1878,vor353,05590939,General Store,Grocery,Rank K,Rank J,No,31.598242153,74.40502721
1879,vor232,05484533,General Store,Grocery,Rank G,Rank G,No,31.565287998,74.309245403
1880,vor233,05518078,Corner Store,Grocery,Refused To Answer,Rank J,No,31.581516,74.31661
1881,vor234,05556639,Corner Store,Grocery,Refused To Answer,Rank J,No,31.583977,74.319853
1882,vor302,05500511,Eating Places,Catering,Rank F,Rank F,No,31.551371635,74.365246109
1883,vor328,05514236,Eating Places,Catering,Rank M,Rank L,No,31.56895535,74.380950701
1884,vor298,05510849,Eating Places,Catering,Rank J,Rank J,No,31.480981807,74.361793755
1885,vor186,05501931,Kiosk,Catering,Rank I,Rank I,No,31.615841,74.273624
1886,vor164,05501950,Eating Places,Catering,Rank H,Rank H,No,31.614559,74.263827
1887,vor232,05484927,Kiosk,Catering,Refused To Answer,Rank J,No,31.560772262,74.320869043
1888,vor277,05499930,Eating Places,Catering,Rank E,Cannot Estimate,No,31.512107569,74.355299214
1889,vor232,05483696,Eating Places,Catering,Rank I,Rank I,No,31.567168844,74.309749854
1890,vor298,05488994,General Store,Grocery,Rank J,Rank J,No,31.479334338,74.364303318
1891,vor327,05515873,General Store,Grocery,Rank I,Rank I,No,31.561763,74.380331
1892,vor203,05533748,General Store,Grocery,Rank E,Rank G,No,31.511705,74.296356
1893,vor328,05537031,General Store,Grocery,Rank K,Rank K,No,31.579682508,74.385874513
1894,vor186,05523922,General Store,Grocery,Rank K,Rank I,No,31.626675146,74.277757412
1895,vor346,05526845,General Store,Grocery,Rank E,Rank E,No,31.490682101,74.3972376
1896,vor327,05527057,General Store,Grocery,Rank J,Rank I,No,31.563887262,74.382479708
1897,vor302,05516197,General Store,Grocery,Rank J,Rank K,No,31.553291347,74.363425304
1898,vor297,05516716,Soft Drinks Semi-Wholesalers,Grocery,Rank H,Rank H,No,31.47465039,74.362694104
1899,vor303,05512104,General Store,Grocery,Rank J,Rank J,Yes,31.556385508,74.366560864
