,vor_id,TDLinx,type,channel,turnover_int,turnover_obs,card_machine,Latitude,Longitude
0,vor206,05454743,General Store,Grocery,Rank J,Rank J,No,31.557747328,74.298542217
1,vor185,05455022,General Store,Grocery,Rank J,Rank J,No,31.604923617,74.28358525
2,vor185,05455260,General Store,Grocery,Rank K,Rank J,No,31.609072659,74.284604564
3,vor209,05455284,General Store,Grocery,Rank K,Rank I,No,31.609649012,74.289819259
4,vor206,05455447,General Store,Grocery,Rank K,Rank J,No,31.558823557,74.295897936
5,vor164,05455567,General Store,Grocery,Rank J,Rank J,No,31.608238216,74.247802325
6,vor204,05457449,General Store,Grocery,Rank J,Rank K,No,31.524226877,74.3015138
7,vor186,05457553,General Store,Grocery,Rank I,Rank J,No,31.621713641,74.278360024
8,vor233,05457934,General Store,Grocery,Rank H,Rank H,No,31.571196957,74.303576299
9,vor206,05454308,General Store,Grocery,Rank I,Rank I,No,31.567545485,74.290041869
10,vor185,05454926,General Store,Grocery,Rank M,Rank L,No,31.605548186,74.283179703
11,vor206,05454996,General Store,Grocery,Rank L,Rank K,No,31.561033588,74.288992903
12,vor164,05455170,General Store,Grocery,Rank J,Rank I,No,31.609894272,74.266477484
13,vor209,05455289,General Store,Grocery,Rank K,Rank I,No,31.610755462,74.291833237
14,vor206,05455399,General Store,Grocery,Rank L,Rank K,No,31.563447,74.287827
15,vor206,05455427,General Store,Grocery,Rank L,Rank L,No,31.561584,74.296497
16,vor182,05455459,General Store,Grocery,Rank K,Rank K,No,31.563829365,74.282606467
17,vor207,05456282,General Store,Grocery,Rank K,Rank J,No,31.569515271,74.288641319
18,vor206,05456297,General Store,Grocery,Rank F,Rank G,No,31.562975872,74.295297117
19,vor206,05458025,General Store,Grocery,Rank I,Rank I,No,31.557724,74.298539
20,vor164,05455107,General Store,Grocery,Rank I,Rank H,No,31.610890306,74.266981442
21,vor206,05455428,General Store,Grocery,Refused To Answer,Rank K,No,31.559374512,74.301098792
22,vor206,05455431,General Store,Grocery,Rank K,Rank K,No,31.560624699,74.301469067
23,vor186,05456241,General Store,Grocery,Rank H,Rank I,No,31.620977797,74.278301
24,vor206,05456296,General Store,Grocery,Rank D,Rank C,No,31.564188547,74.296282542
25,vor206,05456298,General Store,Grocery,Rank H,Rank G,No,31.566145584,74.286078294
26,vor186,05458736,General Store,Grocery,Rank K,Rank J,No,31.621087117,74.282432865
27,vor206,05454998,General Store,Grocery,Rank L,Rank K,No,31.56167684,74.288930065
28,vor206,05455009,General Store,Grocery,Rank L,Rank K,No,31.562682251,74.288537352
29,vor209,05455340,General Store,Grocery,Rank L,Rank J,No,31.610615847,74.288548626
30,vor207,05456593,General Store,Grocery,Rank L,Rank M,No,31.571471233,74.298255129
31,vor299,05457382,General Store,Grocery,,,,31.493247249,74.372215782
32,vor230,05457407,General Store,Grocery,Rank M,Rank L,No,31.523671259,74.30487373
33,vor207,05457880,General Store,Grocery,Rank J,Rank J,No,31.572059899,74.299819459
34,vor206,05454515,General Store,Grocery,Rank K,Rank K,No,31.567250326,74.285633747
35,vor206,05454643,General Store,Grocery,Rank I,Rank I,No,31.565026,74.290225
36,vor209,05454915,General Store,Grocery,Rank J,Rank K,No,31.613138289,74.289964783
37,vor164,05455079,General Store,Grocery,Rank J,Rank J,No,31.605226,74.250465
38,vor209,05455288,General Store,Grocery,Rank L,Rank J,No,31.610271761,74.290826968
39,vor209,05455290,General Store,Grocery,Rank K,Rank J,No,31.611077122,74.291906178
40,vor206,05455950,General Store,Grocery,Rank J,Rank J,No,31.565465579,74.287785261
41,vor207,05456290,General Store,Grocery,Rank L,Rank K,No,31.570441545,74.289657149
42,vor209,05457849,General Store,Grocery,Refused To Answer,Rank J,No,31.607037422,74.285729625
43,vor207,05457883,General Store,Grocery,Rank J,Rank K,No,31.572969997,74.298170594
44,vor186,05458740,General Store,Grocery,Rank K,Rank J,No,31.619591028,74.283080657
45,vor203,05454499,General Store,Grocery,Rank K,Rank M,No,31.514329633,74.299093798
46,vor206,05454639,General Store,Grocery,Rank D,Rank D,No,31.565384045,74.290578056
47,vor186,05454878,General Store,Grocery,Rank N,Rank N,No,31.616370131,74.281819886
48,vor206,05455434,General Store,Grocery,Rank I,Rank I,No,31.559677544,74.302832645
49,vor186,05457672,General Store,Grocery,Rank J,Rank J,No,31.618798914,74.274687136
50,vor206,05457797,General Store,Grocery,Rank K,Rank K,No,31.565338528,74.298767124
51,vor179,05458509,General Store,Grocery,Rank J,Rank I,No,31.520890748,74.28517937
52,vor164,05454426,General Store,Grocery,Rank K,Rank K,No,31.604139842,74.247963573
53,vor209,05454566,General Store,Grocery,Rank L,Rank J,No,31.610078,74.289433
54,vor206,05454670,General Store,Grocery,Rank K,Rank K,No,31.559932259,74.300634558
55,vor186,05455970,General Store,Grocery,Rank L,Rank K,No,31.619085323,74.282443992
56,vor186,05458892,General Store,Grocery,Rank L,Rank J,No,31.619136251,74.272878803
57,vor206,05454928,General Store,Grocery,Rank K,Rank J,No,31.560454924,74.287417957
58,vor206,05454944,General Store,Grocery,Rank G,Rank H,No,31.566133214,74.286270138
59,vor164,05455175,General Store,Grocery,Rank I,Rank H,No,31.60876475,74.267003792
60,vor206,05455206,General Store,Grocery,Rank F,Rank H,No,31.565603918,74.286764398
61,vor164,05455504,General Store,Grocery,Rank J,Rank J,No,31.608471249,74.24815956
62,vor206,05455895,General Store,Grocery,Rank G,Rank G,No,31.558444131,74.301148176
63,vor186,05457670,General Store,Grocery,Rank K,Rank H,No,31.617450139,74.275095899
64,vor206,05454313,General Store,Grocery,Rank F,Rank E,No,31.565481756,74.289729658
65,vor186,05454461,General Store,Grocery,Rank O,Rank O,No,31.614993319,74.285228713
66,vor206,05454927,General Store,Grocery,Rank I,Rank J,No,31.561594629,74.287451649
67,vor206,05454994,General Store,Grocery,Rank K,Rank J,No,31.560623017,74.292013697
68,vor210,05455144,General Store,Grocery,Rank J,Rank K,No,31.614930569,74.287376117
69,vor210,05455568,General Store,Grocery,Rank F,Rank G,No,31.615759,74.293668
70,vor164,05456013,General Store,Grocery,Rank K,Rank J,No,31.612174816,74.266342248
71,vor210,05456076,General Store,Grocery,Rank M,Rank K,No,31.623895,74.286821
72,vor209,05456329,General Store,Grocery,Rank L,Rank J,No,31.609969454,74.291223862
73,vor206,05455445,General Store,Grocery,Rank J,Rank J,No,31.561207102,74.295366974
74,vor185,05456092,General Store,Grocery,Rank J,Rank I,No,31.612332,74.268205
75,vor186,05456175,General Store,Grocery,Rank J,Rank K,Yes,31.620099515,74.278396971
76,vor206,05457976,General Store,Grocery,Rank J,Rank J,No,31.559571367,74.29564353
77,vor206,05458028,General Store,Grocery,Rank I,Rank I,No,31.561402,74.296412
78,vor206,05458644,General Store,Grocery,Rank H,Rank I,No,31.559059713,74.29368081
79,vor185,05459079,General Store,Grocery,Rank I,Rank H,No,31.606050302,74.274652686
80,vor210,05454430,General Store,Grocery,Rank M,Rank M,No,31.615681,74.294414
81,vor206,05454648,General Store,Grocery,Rank J,Rank J,No,31.558231784,74.30132196
82,vor164,05455253,General Store,Grocery,Rank K,Rank K,No,31.610061514,74.266279045
83,vor206,05455401,General Store,Grocery,Rank J,Rank J,No,31.563411186,74.288453304
84,vor298,05457600,General Store,Grocery,Rank M,Rank M,No,31.488783733,74.361027543
85,vor206,05454673,General Store,Grocery,Rank K,Rank K,No,31.558362375,74.301765867
86,vor182,05455024,General Store,Grocery,Rank J,Rank I,No,31.558418,74.281432
87,vor179,05455294,General Store,Grocery,Rank K,Rank J,No,31.507641957,74.283560241
88,vor298,05455652,General Store,Grocery,Rank K,Rank K,No,31.487009274,74.36326937
89,vor298,05456058,General Store,Grocery,Rank K,Rank K,No,31.487954621,74.363874705
90,vor209,05458463,General Store,Grocery,Rank J,Rank J,No,31.60203496,74.301133367
91,vor206,05454656,General Store,Grocery,Rank K,Rank K,No,31.559073601,74.299270388
92,vor186,05455110,General Store,Grocery,Rank O,Rank N,No,31.624165,74.284671
93,vor164,05455255,General Store,Grocery,Rank K,Rank J,No,31.610486754,74.26613766
94,vor229,05455361,General Store,Grocery,Rank J,Rank K,No,31.515296,74.310656
95,vor179,05455821,General Store,Grocery,Rank J,Rank J,No,31.522551235,74.283066913
96,vor206,05455992,General Store,Grocery,Rank I,Rank I,No,31.558803211,74.301826593
97,vor186,05458894,General Store,Grocery,Rank N,Rank K,No,31.618857404,74.272130842
98,vor185,05459769,General Store,Grocery,Rank J,Rank J,No,31.610161414,74.272393293
99,vor185,05459872,General Store,Grocery,Rank K,Rank I,No,31.608156442,74.271196841
100,vor206,05454526,General Store,Grocery,Rank G,Rank H,No,31.566481834,74.290499081
101,vor164,05455176,General Store,Grocery,Rank L,Rank K,No,31.608507055,74.266759694
102,vor229,05455357,General Store,Grocery,Rank N,Rank M,No,31.517346557,74.312170151
103,vor203,05455926,General Store,Grocery,Rank J,Rank J,No,31.518279828,74.299473077
104,vor299,05457394,General Store,Grocery,,,,31.492574577,74.364022887
105,vor183,05457948,General Store,Grocery,,,,31.56922292,74.284405766
106,vor185,05459114,General Store,Grocery,Rank J,Rank I,No,31.60823257,74.276472489
107,vor164,05454406,General Store,Grocery,Rank K,Rank K,No,31.603577217,74.247413496
108,vor164,05456486,General Store,Grocery,Rank J,Rank J,No,31.604991344,74.247953061
109,vor185,05457309,General Store,Grocery,Rank H,Rank G,No,31.61019744,74.270515053
110,vor206,05458043,General Store,Grocery,Rank H,Rank G,No,31.561520094,74.299917341
111,vor179,05458530,General Store,Grocery,Rank K,Rank K,No,31.520726659,74.285315321
112,vor298,05458778,General Store,Grocery,Rank J,Rank J,No,31.489379803,74.362458743
113,vor236,05460798,General Store,Grocery,Refused To Answer,Rank I,No,31.628797854,74.309333096
114,vor206,05454734,General Store,Grocery,Refused To Answer,Rank I,No,31.559827849,74.294881073
115,vor206,05454939,General Store,Grocery,Rank H,Rank I,No,31.568589,74.291651
116,vor203,05455356,General Store,Grocery,Rank L,Rank L,No,31.51876418,74.297466441
117,vor186,05457319,Soft Drinks Semi-Wholesalers,Grocery,Rank J,Rank J,No,31.618735928,74.271792895
118,vor230,05457434,General Store,Grocery,Rank L,Rank L,No,31.525131761,74.305716916
119,vor179,05457601,General Store,Grocery,Rank K,Rank K,No,31.52125644,74.284906421
120,vor185,05459074,General Store,Grocery,Rank K,Rank J,No,31.610244826,74.273788882
121,vor206,05458039,General Store,Grocery,Rank K,Rank J,No,31.561520094,74.299917341
122,vor186,05458739,General Store,Grocery,Rank M,Rank L,No,31.619602215,74.284071614
123,vor206,05454510,General Store,Grocery,Rank J,Rank J,No,31.566638144,74.285768278
124,vor209,05457240,General Store,Grocery,Rank M,Rank K,No,31.610204011,74.285890034
125,vor207,05454190,General Store,Grocery,Rank M,Rank M,No,31.569201,74.288499
126,vor164,05455572,General Store,Grocery,Rank I,Rank I,No,31.607528008,74.246820897
127,vor298,05457356,General Store,Grocery,Rank K,Rank K,No,31.489210109,74.360465748
128,vor186,05458912,General Store,Grocery,Rank K,Rank J,No,31.619986117,74.276114988
129,vor185,05459069,General Store,Grocery,Rank J,Rank I,No,31.60698596,74.275148217
130,vor185,05459129,General Store,Grocery,Rank L,Rank K,No,31.607241721,74.274986941
131,vor237,05460726,General Store,Grocery,Refused To Answer,Rank F,No,31.631340282,74.30980581
132,vor206,05461350,General Store,Grocery,Rank H,Rank H,No,31.554702039,74.298197514
133,vor209,05461866,Soft Drinks Semi-Wholesalers,Grocery,Rank L,Rank J,No,31.612260433,74.293850404
134,vor298,05458746,General Store,Grocery,Rank L,Rank L,No,31.489029267,74.360525464
135,vor185,05459406,General Store,Grocery,Rank I,Rank H,No,31.608356179,74.276289172
136,vor206,05459196,General Store,Grocery,Rank K,Rank I,No,31.564656896,74.296356692
137,vor206,05461338,General Store,Grocery,Rank H,Rank H,No,31.554059689,74.301741118
138,vor207,05461164,General Store,Grocery,Rank I,Rank H,No,31.56984177,74.2974363
139,vor206,05461344,General Store,Grocery,Rank H,Rank H,No,31.554448803,74.2998844
140,vor210,05462275,General Store,Grocery,Rank M,Rank L,No,31.615218218,74.295579655
141,vor185,05459511,General Store,Grocery,Rank G,Rank G,No,31.609395308,74.279809101
142,vor209,05461867,General Store,Grocery,Rank L,Rank J,No,31.612269951,74.293899918
143,vor206,05461139,General Store,Grocery,Rank K,Rank K,No,31.553913826,74.294326202
144,vor207,05461163,General Store,Grocery,Rank I,Rank H,No,31.569563986,74.298674727
145,vor207,05461170,General Store,Grocery,Rank G,Rank G,No,31.570151,74.300438
146,vor236,05468090,General Store,Grocery,Refused To Answer,Rank J,No,31.626047425,74.309037292
147,vor179,05454439,General Store,Grocery,Rank K,Rank J,No,31.508067765,74.283413747
148,vor182,05454946,General Store,Grocery,Rank C,Rank B,No,31.564229732,74.284819357
149,vor164,05455053,General Store,Grocery,Rank J,Rank J,No,31.604795778,74.24900545
150,vor206,05455450,General Store,Grocery,Rank I,Rank I,No,31.557721374,74.296544255
151,vor182,05455461,General Store,Grocery,Rank I,Rank J,No,31.563943386,74.282765014
152,vor185,05456063,General Store,Grocery,Rank J,Rank I,No,31.612128704,74.268488541
153,vor206,05458037,General Store,Grocery,Rank L,Rank K,No,31.561483255,74.299714102
154,vor206,05458040,General Store,Grocery,Rank H,Rank H,No,31.561520094,74.299917341
155,vor206,05461107,General Store,Grocery,Rank L,Rank L,No,31.559555173,74.29255209
156,vor209,05461281,General Store,Grocery,Rank K,Rank K,No,31.613538304,74.295466369
157,vor206,05468034,General Store,Grocery,Rank I,Rank L,No,31.555336577,74.286546144
158,vor206,05468426,General Store,Grocery,Rank J,Rank I,No,31.562021,74.295757
159,vor186,05458851,General Store,Grocery,Rank I,Rank I,No,31.622488116,74.276640663
160,vor206,05468475,General Store,Grocery,Rank J,Rank J,No,31.566076,74.291394
161,vor206,05468481,General Store,Grocery,Rank I,Rank I,No,31.566206,74.291884
162,vor206,05454733,General Store,Grocery,Refused To Answer,Rank I,No,31.560198226,74.295779757
163,vor164,05455069,General Store,Grocery,Rank I,Rank I,No,31.605185,74.250494
164,vor164,05455177,General Store,Grocery,Rank M,Rank L,No,31.607818439,74.266810663
165,vor206,05455178,General Store,Grocery,Rank H,Rank I,No,31.566353004,74.285474829
166,vor164,05455186,General Store,Grocery,Rank J,Rank I,No,31.608935001,74.267239185
167,vor207,05455209,General Store,Grocery,Rank E,Rank D,No,31.569630414,74.292113584
168,vor206,05455404,General Store,Grocery,Rank L,Rank K,No,31.562341,74.288412
169,vor206,05455420,General Store,Grocery,Rank I,Rank I,No,31.558336609,74.301100906
170,vor182,05455465,General Store,Grocery,Rank I,Rank I,No,31.563821996,74.283824597
171,vor185,05455800,General Store,Grocery,Rank G,Rank H,No,31.61156637,74.282580018
172,vor185,05456229,General Store,Grocery,Rank K,Rank K,No,31.604539645,74.281843435
173,vor232,05456340,General Store,Grocery,Rank K,Rank I,No,31.562381026,74.303594447
174,vor206,05461138,General Store,Grocery,Rank H,Rank I,No,31.555265703,74.291402214
175,vor206,05467056,General Store,Grocery,Rank K,Rank I,No,31.565214913,74.290470705
176,vor230,05467440,General Store,Grocery,Rank G,Rank G,No,31.534497763,74.318569717
177,vor185,05454980,General Store,Grocery,Rank I,Rank J,No,31.60479166,74.284076785
178,vor209,05455341,General Store,Grocery,Rank K,Rank J,No,31.610166246,74.290949546
179,vor210,05456524,General Store,Grocery,Rank K,Rank K,No,31.620516847,74.285985437
180,vor206,05458047,General Store,Grocery,Rank G,Rank G,No,31.557795,74.299648
181,vor230,05458702,General Store,Grocery,Rank L,Rank K,No,31.522998621,74.304967188
182,vor206,05462462,General Store,Grocery,Rank H,Rank G,No,31.560333622,74.286425324
183,vor210,05464545,General Store,Grocery,Rank I,Rank I,No,31.617715492,74.291167576
184,vor179,05464871,General Store,Grocery,Rank K,Rank K,No,31.515558843,74.277625994
185,vor206,05456544,Eating Places,Catering,Rank L,Rank K,No,31.564503086,74.292069042
186,vor164,05456553,Kiryana Store,Grocery,Rank I,Rank I,No,31.60246289,74.248215852
187,vor185,05465298,Kiryana Store,Grocery,Rank H,Rank H,No,31.609170141,74.282934569
188,vor236,05468088,Kiryana Store,Grocery,Rank L,Rank K,No,31.627355068,74.308689029
189,vor230,05467432,Corner Store,Grocery,Rank I,Rank I,No,31.532826417,74.320849298
190,vor206,05455451,General Store,Grocery,Rank I,Rank H,No,31.558071985,74.296577256
191,vor164,05455847,General Store,Grocery,Rank K,Rank J,No,31.611829,74.261685
192,vor206,05459182,General Store,Grocery,Rank L,Rank K,No,31.566140582,74.29054116
193,vor206,05468027,General Store,Grocery,Rank L,Rank L,No,31.556678877,74.28617732
194,vor206,05468041,General Store,Grocery,Rank H,Rank H,No,31.555723,74.285512
195,vor298,05474925,General Store,Grocery,Rank H,Rank H,No,31.481795,74.366631
196,vor206,05454527,General Store,Grocery,Rank D,Rank F,No,31.566328,74.291183
197,vor206,05454655,General Store,Grocery,Rank J,Rank J,No,31.559020905,74.299587814
198,vor203,05455026,General Store,Grocery,Refused To Answer,Rank N,No,31.515506557,74.299712515
199,vor179,05455578,General Store,Grocery,Rank G,Rank G,No,31.508376859,74.283537847
200,vor185,05456094,General Store,Grocery,Rank J,Rank J,No,31.609858169,74.268410978
201,vor298,05457480,General Store,Grocery,Rank J,Rank J,No,31.490239,74.36023
202,vor186,05457593,General Store,Grocery,Rank F,Rank G,No,31.620148034,74.279667628
203,vor209,05457844,General Store,Grocery,Refused To Answer,Rank K,No,31.606877567,74.285666566
204,vor206,05458044,General Store,Grocery,Rank H,Rank H,No,31.561483255,74.299714102
205,vor206,05454640,Soft Drinks Semi-Wholesalers,Grocery,Rank F,Rank H,No,31.565705,74.290032
206,vor207,05454952,General Store,Grocery,Rank H,Rank H,No,31.569043,74.287779
207,vor206,05455422,General Store,Grocery,Rank I,Rank I,No,31.558483,74.301126
208,vor182,05455702,General Store,Grocery,Refused To Answer,Cannot Estimate,No,31.560244769,74.282957189
209,vor164,05456015,General Store,Grocery,Rank K,Rank K,No,31.61168589,74.26654511
210,vor233,05457930,General Store,Grocery,Rank J,Rank J,No,31.571245836,74.30408087
211,vor186,05458893,General Store,Grocery,Rank L,Rank J,No,31.618638047,74.272491362
212,vor206,05461109,General Store,Grocery,Rank J,Rank K,No,31.559555173,74.29255209
213,vor206,05467273,General Store,Grocery,Rank K,Rank J,No,31.556780702,74.292960726
214,vor207,05461169,General Store,Grocery,Rank G,Rank D,No,31.570112,74.299731
215,vor206,05467159,General Store,Grocery,Rank K,Rank K,No,31.56053308,74.287066869
216,vor209,05454562,Corner Store,Grocery,Rank L,Rank J,No,31.609782258,74.290031606
217,vor298,05455183,Corner Store,Grocery,Rank M,Rank M,No,31.487428649,74.36137576
218,vor210,05469124,Corner Store,Grocery,Rank L,Rank J,No,31.623512671,74.294361712
219,vor203,05470865,Corner Store,Grocery,Rank N,Rank N,No,31.521172026,74.302310124
220,vor179,05464548,General Store,Grocery,Rank J,Rank K,No,31.513702368,74.281134223
221,vor254,05470198,General Store,Grocery,,,,31.53417747,74.324285871
222,vor210,05467555,General Store,Grocery,Rank I,Rank I,No,31.619464921,74.295210021
223,vor182,05467987,General Store,Grocery,Rank I,Rank I,No,31.555549843,74.284552375
224,vor298,05469062,General Store,Grocery,Rank I,Rank I,No,31.488460867,74.367107541
225,vor203,05455962,Corner Store,Grocery,Rank O,Rank M,No,31.518290842,74.298673795
226,vor230,05457400,Sweet Shops,Catering,Rank I,Rank J,No,31.523692491,74.303994429
227,vor207,05461185,General Store,Grocery,Rank H,Rank H,No,31.572748795,74.299192605
228,vor206,05467153,General Store,Grocery,Rank K,Rank K,No,31.560708703,74.287516985
229,vor206,05468430,General Store,Grocery,Rank N,Rank N,No,31.565609339,74.295794928
230,vor206,05461145,General Store,Grocery,Rank I,Rank F,No,31.555455261,74.293260943
231,vor206,05462485,General Store,Grocery,Rank M,Rank M,No,31.555439957,74.292876902
232,vor230,05467173,General Store,Grocery,Rank G,Rank H,No,31.535839274,74.320324214
233,vor185,05459415,General Store,Grocery,Rank J,Rank I,No,31.6091747,74.273750616
234,vor235,05459645,General Store,Grocery,Rank J,Rank J,No,31.604522595,74.303958079
235,vor202,05469454,Eating Places,Catering,Rank G,Rank G,No,31.504899857,74.30243885
236,vor210,05467492,General Store,Grocery,Rank D,Rank D,No,31.617371549,74.295928753
237,vor236,05460734,General Store,Grocery,Rank J,Rank J,No,31.628421251,74.306149109
238,vor185,05459106,General Store,Grocery,Rank L,Rank K,No,31.607315542,74.273879402
239,vor236,05460801,General Store,Grocery,Refused To Answer,Rank I,No,31.626852,74.306031
240,vor300,05464125,General Store,Grocery,Refused To Answer,Rank G,No,31.509430312,74.358304154
241,vor206,05461343,General Store,Grocery,Rank I,Rank I,No,31.554192857,74.299980792
242,vor198,05463821,General Store,Grocery,Rank I,Rank H,No,31.43470496,74.294193898
243,vor209,05462285,General Store,Grocery,Rank K,Rank J,No,31.614434025,74.296188009
244,vor198,05463918,General Store,Grocery,Rank K,Rank K,No,31.435153345,74.292709821
245,vor204,05458676,General Store,Grocery,Rank M,Rank L,No,31.523270939,74.302657745
246,vor209,05458482,Kiryana Store,Grocery,Rank J,Rank J,No,31.602179946,74.301685021
247,vor164,05459205,Kiryana Store,Grocery,Rank J,Rank J,No,31.601326,74.246558
248,vor185,05459451,Kiryana Store,Grocery,Rank H,Rank I,No,31.611701,74.274184
249,vor198,05464072,Kiryana Store,Grocery,Rank I,Rank I,No,31.432745924,74.292761058
250,vor185,05459358,Kiryana Store,Grocery,Rank I,Rank J,No,31.612794115,74.274312554
251,vor185,05465321,Kiryana Store,Grocery,Rank G,Rank H,No,31.612059512,74.282524126
252,vor210,05468930,General Store,Grocery,Rank K,Rank J,No,31.616009119,74.294589864
253,vor210,05468980,General Store,Grocery,Rank J,Rank H,No,31.615433446,74.293378525
254,vor185,05454576,Kiryana Store,Grocery,Rank M,Rank L,No,31.607002974,74.283815292
255,vor186,05455279,Kiryana Store,Grocery,Rank J,Rank I,No,31.618812455,74.277914219
256,vor185,05454873,Kiryana Store,Grocery,Rank M,Rank L,No,31.607430178,74.284208105
257,vor210,05468927,General Store,Grocery,Rank K,Rank J,No,31.615186567,74.29470736
258,vor298,05473678,Kiryana Store,Grocery,Rank H,Rank I,No,31.482168727,74.371715271
259,vor186,05458949,Kiryana Store,Grocery,Refused To Answer,Rank I,No,31.618683348,74.282497936
260,vor210,05467486,Kiryana Store,Grocery,Rank I,Rank I,No,31.617746508,74.295770865
261,vor210,05458980,Kiryana Store,Grocery,Rank K,Rank K,No,31.6185944,74.289203877
262,vor206,05467332,Kiryana Store,Grocery,Rank K,Rank J,No,31.557323966,74.293832397
263,vor254,05470206,Kiryana Store,Grocery,Rank H,Rank I,No,31.536908838,74.321556648
264,vor210,05467498,General Store,Grocery,Rank H,Rank I,No,31.617538062,74.296170579
265,vor254,05470185,General Store,Grocery,Rank K,Rank K,No,31.533940301,74.322392938
266,vor204,05456054,Kiryana Store,Grocery,Rank I,Rank H,No,31.530755589,74.297530488
267,vor186,05458798,Kiryana Store,Grocery,Rank H,Rank H,No,31.620037287,74.276220338
268,vor230,05465884,General Store,Grocery,Rank L,Rank L,No,31.524547651,74.303611618
269,vor206,05471522,General Store,Grocery,Rank H,Rank G,No,31.559222156,74.291622093
270,vor237,05472713,General Store,Grocery,Rank J,Rank I,No,31.635726064,74.304705573
271,vor198,05464014,Kiryana Store,Grocery,Rank H,Rank G,No,31.433259871,74.289342787
272,vor185,05456177,Kiryana Store,Grocery,Rank M,Rank M,No,31.603648264,74.281884019
273,vor255,05471515,General Store,Grocery,Rank J,Rank I,No,31.542739773,74.331616142
274,vor254,05474163,Kiryana Store,Grocery,Rank J,Rank I,No,31.524950052,74.327119385
275,vor206,05454666,Kiryana Store,Grocery,Rank I,Rank H,No,31.568341578,74.292266717
276,vor206,05465917,General Store,Grocery,Rank J,Rank J,No,31.55694642,74.299307464
277,vor255,05471517,General Store,Grocery,,,,31.538506842,74.331614545
278,vor298,05473873,General Store,Grocery,Rank L,Rank L,No,31.482059964,74.372023657
279,vor298,05474951,General Store,Grocery,Rank K,Rank K,No,31.483466249,74.371415364
280,vor185,05459704,Kiryana Store,Grocery,Rank J,Rank J,No,31.611236753,74.280976836
281,vor298,05473609,Kiryana Store,Grocery,Rank H,Rank I,No,31.482762607,74.372534722
282,vor185,05455273,Kiryana Store,Grocery,Rank M,Rank M,No,31.604498729,74.281197326
283,vor185,05455278,Kiryana Store,Grocery,Rank M,Rank M,No,31.604481169,74.281960902
284,vor209,05455287,Kiryana Store,Grocery,Rank L,Rank J,No,31.610173316,74.290951196
285,vor206,05468046,General Store,Grocery,Rank I,Rank I,No,31.554997194,74.287434665
286,vor185,05459100,Kiryana Store,Grocery,Rank J,Rank I,No,31.60759873,74.275002976
287,vor235,05471312,Kiryana Store,Grocery,Refused To Answer,Rank J,No,31.606020939,74.311899241
288,vor210,05455315,Kiryana Store,Grocery,Refused To Answer,Rank I,No,31.618076,74.29067
289,vor186,05457583,Kiryana Store,Grocery,Rank G,Rank H,No,31.619993352,74.278694808
290,vor182,05472619,General Store,Grocery,Rank J,Rank J,No,31.558553306,74.282309199
291,vor237,05472731,General Store,Grocery,Rank J,Rank J,No,31.636687645,74.305940009
292,vor255,05474998,General Store,Grocery,Rank J,Rank I,No,31.548799813,74.325688667
293,vor185,05459622,Kiryana Store,Grocery,Rank I,Rank J,No,31.61064461,74.281138258
294,vor209,05455573,Kiryana Store,Grocery,Rank F,Rank G,No,31.614447572,74.288232318
295,vor186,05457626,Kiryana Store,Grocery,Rank H,Rank I,No,31.620631853,74.277149841
296,vor236,05460724,Kiryana Store,Grocery,Refused To Answer,Rank J,No,31.62755438,74.307491008
297,vor206,05454672,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.567847812,74.292628184
298,vor186,05455246,Pan / Cigarette Shop,Others,Rank F,Rank G,No,31.618644106,74.27738559
299,vor209,05455291,Pan / Cigarette Shop,Others,Rank L,Rank J,No,31.611078245,74.291951548
300,vor254,05474173,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.529828,74.323973
301,vor229,05475313,General Store,Grocery,Rank J,Rank J,No,31.518713784,74.305156253
302,vor235,05476819,General Store,Grocery,Refused To Answer,Rank K,No,31.605670413,74.31199866
303,vor204,05460725,Corner Store,Grocery,Rank J,Rank H,No,31.530390207,74.298292488
304,vor235,05480794,General Store,Grocery,Rank H,Rank H,No,31.608339745,74.30757398
305,vor185,05464485,General Store,Grocery,Rank K,Rank J,No,31.611510476,74.272007302
306,vor182,05465540,Corner Store,Grocery,Rank L,Rank K,No,31.555833102,74.284149803
307,vor206,05468445,Corner Store,Grocery,Rank L,Rank J,No,31.566813759,74.296748482
308,vor229,05470887,General Store,Grocery,Rank K,Rank K,No,31.518171013,74.306149851
309,vor206,05455608,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.56378385,74.295730214
310,vor209,05457610,Pan / Cigarette Shop,Others,Rank N,Rank M,No,31.613146827,74.290294211
311,vor186,05458745,Pan / Cigarette Shop,Others,Refused To Answer,Rank I,No,31.618855706,74.282270742
312,vor232,05473996,Pan / Cigarette Shop,Others,Rank L,Rank J,No,31.557232,74.316992
313,vor254,05474160,General Store,Grocery,Rank K,Rank J,No,31.524503186,74.326852697
314,vor235,05476815,General Store,Grocery,Refused To Answer,Rank K,No,31.604064655,74.311934486
315,vor206,05476862,General Store,Grocery,Rank H,Rank H,No,31.557103556,74.286173032
316,vor206,05468038,General Store,Grocery,Rank J,Rank I,No,31.555592738,74.285571475
317,vor237,05468121,General Store,Grocery,Refused To Answer,Rank K,No,31.630794221,74.307493243
318,vor232,05490177,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.564362102,74.311241628
