vor_id,res_value_sqyard,com_value_sqyard
vor990,12000.0,12000.0
vor991,4800.0,7560.0
vor992,4800.0,7560.0
vor993,4800.0,7560.0
vor994,4800.0,7560.0
vor995,4800.0,7560.0
vor996,7200.0,12000.0
vor997,7200.0,12000.0
vor998,7200.0,12000.0
vor999,7200.0,12000.0
vor1000,10058.0,10058.0
vor1001,10058.0,10058.0
vor1002,10058.0,10058.0
vor1003,10058.0,10058.0
vor1004,10058.0,10058.0
vor1005,10058.0,10058.0
vor1006,10058.0,10058.0
vor1007,10058.0,10058.0
vor1008,10058.0,10058.0
vor1009,10058.0,10058.0
vor1010,10058.0,10058.0
vor1011,12000.0,12000.0
vor1012,12000.0,12000.0
vor1013,4800.0,7560.0
vor1014,4800.0,7560.0
vor1015,4800.0,7560.0
vor1016,4800.0,7560.0
vor1017,4800.0,7560.0
vor1018,4800.0,7560.0
vor1019,7200.0,12000.0
vor1020,7200.0,12000.0
vor1021,7200.0,12000.0
vor1022,10058.0,10058.0
vor1023,10058.0,10058.0
vor1024,10058.0,10058.0
vor1025,10058.0,10058.0
vor1026,10058.0,10058.0
vor1027,10058.0,10058.0
vor1028,10058.0,10058.0
vor1029,10058.0,10058.0
vor1030,10058.0,10058.0
vor1031,10058.0,10058.0
vor1032,10058.0,10058.0
vor1033,10058.0,10058.0
vor1034,4800.0,7560.0
vor1035,4800.0,7560.0
vor1036,7200.0,12000.0
vor1037,7200.0,12000.0
vor1038,10058.0,10058.0
vor1039,10058.0,10058.0
vor1040,10058.0,10058.0
vor1041,10058.0,10058.0
vor1042,10058.0,10058.0
vor1043,10058.0,10058.0
vor1044,10058.0,10058.0
vor1045,10058.0,10058.0
vor1046,10058.0,10058.0
vor1047,10058.0,10058.0
vor1048,10058.0,10058.0
vor1049,10058.0,10058.0
vor1050,4800.0,7560.0
vor1051,4800.0,7560.0
vor1052,7200.0,12000.0
vor1053,10058.0,10058.0
vor1054,10058.0,10058.0
vor1055,10058.0,10058.0
vor1056,10058.0,10058.0
vor1057,10058.0,10058.0
vor1058,10058.0,10058.0
vor1059,10058.0,10058.0
vor1060,10058.0,10058.0
vor1061,10058.0,10058.0
vor1062,10058.0,10058.0
vor1063,10058.0,10058.0
vor1064,10058.0,10058.0
vor1065,10058.0,10058.0
vor1066,4800.0,7560.0
vor1067,4800.0,7560.0
vor1068,4800.0,7560.0
vor1069,10058.0,10058.0
vor1070,10058.0,10058.0
vor1071,10058.0,10058.0
vor1072,10058.0,10058.0
vor1073,10058.0,10058.0
vor1074,10058.0,10058.0
vor1075,10058.0,10058.0
vor1076,10058.0,10058.0
vor1077,10058.0,10058.0
vor1078,10058.0,10058.0
vor1079,10058.0,10058.0
vor1080,10058.0,10058.0
vor1081,10058.0,10058.0
vor1082,4800.0,7560.0
vor1083,4800.0,7560.0
vor1084,10058.0,10058.0
vor1085,10058.0,10058.0
vor1086,10058.0,10058.0
vor1087,10058.0,10058.0
vor1088,10058.0,10058.0
vor1089,10058.0,10058.0
vor1090,10058.0,10058.0
vor1091,10058.0,10058.0
vor1092,10058.0,10058.0
vor1093,10058.0,10058.0
vor1094,10058.0,10058.0
vor1095,10058.0,10058.0
vor1096,4800.0,7560.0
vor1097,4800.0,7560.0
vor1098,10058.0,10058.0
vor1099,10058.0,10058.0
vor1100,10058.0,10058.0
vor1101,10058.0,10058.0
vor1102,10058.0,10058.0
vor1103,10058.0,10058.0
vor1104,10058.0,10058.0
vor1105,10058.0,10058.0
vor1106,10058.0,10058.0
vor1107,10058.0,10058.0
vor1108,4800.0,7560.0
vor1109,4800.0,7560.0
vor1110,10058.0,10058.0
vor1111,10058.0,10058.0
vor1112,10058.0,10058.0
vor1113,10058.0,10058.0
vor1114,10058.0,10058.0
vor1115,4800.0,7560.0
vor1116,10058.0,10058.0
vor1117,10058.0,10058.0
vor1118,10058.0,10058.0
vor1119,10058.0,10058.0
vor1120,10058.0,10058.0
vor1121,10058.0,10058.0
vor1122,10058.0,10058.0
